Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
452,Patty Mills,34,BRK,PG,40,2,567,7.4,18,0.411,4.2,11.5,0.366,3.2,6.5,0.493,0.529,2.2,2.6,0.833,0.7,3.1,3.8,4.8,1.3,0.3,2.6,2.8,21.2,106,118,,millspa02
453,Ricky Rubio,32,CLE,PG,33,2,566,5.4,15.8,0.343,1.9,7.3,0.256,3.5,8.5,0.417,0.402,2.5,3.1,0.8,0.8,5.4,6.2,10.2,2.3,0.5,2.7,4.5,15.2,103,110,,rubiori01
454,Ziaire Williams,21,MEM,SF,37,4,561,7.1,16.6,0.429,2.1,8.2,0.258,5,8.4,0.596,0.492,1.4,1.9,0.773,1.4,5.3,6.7,3,1.2,0.5,3.1,4.9,17.8,97,114,,willizi02
455,Day'Ron Sharpe,21,BRK,C,48,3,552,8.2,15.1,0.544,0.5,1,0.545,7.7,14.1,0.544,0.561,3.1,4.9,0.636,8.8,8.9,17.7,3.3,1.3,2.8,3.7,7.9,20.1,118,111,,sharpda01
456,Kai Jones,22,CHO,C,46,0,550,5.8,10.4,0.558,0.3,1.6,0.211,5.5,8.7,0.624,0.575,1.6,2.3,0.731,3.2,7.4,10.6,1.3,1.5,2.6,2.7,5.6,13.6,106,113,,joneska01
457,Lindy Waters III,25,OKC,SG,41,0,531,6.3,15.9,0.393,5.2,14.5,0.358,1.1,1.4,0.75,0.556,1.4,1.8,0.8,1.4,5.3,6.7,2.5,1.3,1,0.9,3.8,19.1,120,116,,waterli01
458,Rodney McGruder,31,DET,SG,32,12,524,5.7,14.1,0.408,3.8,9,0.423,1.9,5.1,0.382,0.543,1.7,2,0.818,1.8,5,6.8,2.6,1.5,0.1,1,3.6,16.9,119,121,,mcgruro01
459,Chuma Okeke,24,ORL,SF,27,8,518,4,11.4,0.352,2.4,8,0.302,1.6,3.4,0.472,0.459,1.5,2,0.762,2.4,6.5,9,3.5,1.8,1,1.6,3.7,11.9,107,114,,okekech01
460,James Bouknight,22,CHO,SG,34,0,515,6.4,17.8,0.358,3.1,10.1,0.303,3.3,7.8,0.429,0.443,1.8,2.8,0.667,0.7,5.9,6.7,3.8,1.3,0.5,3,4.5,17.7,90,117,,bouknja01
461,Max Christie,19,LAL,SG,41,3,512,4.1,9.8,0.415,2.4,5.7,0.419,1.7,4.1,0.409,0.538,1.3,1.5,0.875,0.6,6.3,6.9,1.9,0.8,0.6,1.2,3.1,11.8,111,116,,chrisma02
462,Charles Bassey,22,SAS,C,35,2,508,8.1,12.6,0.644,0.3,0.7,0.375,7.8,11.8,0.661,0.656,2,3.4,0.595,7,11,17.9,4.5,1.5,3.1,3.8,6.9,18.5,120,114,,bassech01
463,Raul Neto,30,CLE,PG,48,1,505,5.7,10.9,0.518,1.2,4.2,0.286,4.5,6.8,0.662,0.573,3.1,3.4,0.912,1,3.6,4.6,7.8,1.7,0.4,2.4,4.9,15.6,126,113,,netora01
464,Dāvis Bertāns,30,DAL,PF,45,1,492,7,16.2,0.431,5.6,14.2,0.39,1.4,1.9,0.737,0.603,1.3,1.5,0.867,1,4.3,5.4,2.1,1.1,0.8,1,5.4,20.8,120,118,,bertada01
465,Taj Gibson,37,WAS,C,49,2,480,6.6,12.7,0.52,0.8,2.4,0.333,5.8,10.2,0.564,0.552,3,4.3,0.714,3.2,6.2,9.4,3.4,1.5,1.2,2.6,8.5,17,114,115,,gibsota01
466,Javonte Green,29,CHI,SF,32,1,480,6.2,11,0.565,1.3,3.6,0.371,4.9,7.4,0.658,0.625,3,4.6,0.667,2.7,6.2,8.9,2.3,2.4,2.1,2,5.3,16.7,122,109,,greenja02
467,Damian Jones,27,2TM,C,41,1,477,5.5,8.6,0.64,1,1.7,0.588,4.5,6.9,0.652,0.698,2.2,2.9,0.759,4.2,8,12.2,1.5,0.8,2.1,2.3,5.5,14.2,128,115,,jonesda03
468,Damian Jones,27,LAL,C,22,1,176,5.4,10,0.541,0,0.8,0,5.4,9.2,0.588,0.541,4,5.4,0.75,4.8,10,14.8,1.1,0.8,3.2,2.4,4.6,14.8,117,110,,jonesda03
469,Damian Jones,27,UTA,C,19,0,301,5.6,7.8,0.714,1.6,2.2,0.714,4,5.6,0.714,0.816,1.1,1.4,0.778,3.8,6.8,10.6,1.7,0.8,1.4,2.2,6,13.8,137,117,,jonesda03
470,Isaiah Roby,24,SAS,PF,42,2,474,6.7,15.4,0.432,1.8,6,0.3,4.9,9.5,0.516,0.49,2,4.1,0.488,2.1,8.6,10.7,3.8,1.8,0.7,3.1,5.3,17.1,97,118,,robyis01
471,Stanley Johnson,26,SAS,SF,30,0,469,6.5,12.3,0.533,1.8,4,0.45,4.7,8.3,0.573,0.607,2.6,3.9,0.667,2.2,7.4,9.6,6.7,1.6,0.6,3.3,4.8,17.5,117,119,,johnsst04
472,Svi Mykhailiuk,25,2TM,SF,32,8,468,7.9,17.7,0.445,4.3,10.1,0.424,3.6,7.6,0.473,0.566,2.7,4,0.667,1.5,3.9,5.4,5.4,1.5,0.4,2.4,2.3,22.7,115,118,,mykhasv01
473,Svi Mykhailiuk,25,NYK,SF,13,0,40,7.4,14.8,0.5,7.4,12.4,0.6,0,2.5,0,0.75,3.7,6.2,0.6,0,8.6,8.6,1.2,1.2,0,2.5,1.2,25.9,128,115,,mykhasv01
474,Svi Mykhailiuk,25,CHO,SF,19,8,428,7.9,17.9,0.441,4,9.9,0.404,3.9,8,0.486,0.553,2.6,3.8,0.676,1.7,3.4,5.1,5.8,1.6,0.4,2.4,2.4,22.4,114,118,,mykhasv01
475,Evan Fournier,30,NYK,SG,27,7,459,6,17.9,0.337,3.8,12.3,0.307,2.3,5.6,0.404,0.443,1.9,2.3,0.857,0.4,4.8,5.3,3.9,1.7,0.3,2.4,5,17.8,98,116,,fournev01
476,Willy Hernangómez,28,NOP,C,38,2,458,9.4,17.9,0.527,0.3,1.2,0.273,9.1,16.7,0.544,0.536,8.6,11,0.779,6.1,12.9,19,3.5,1.8,1.4,4.1,6.8,27.7,118,108,,hernawi01
477,Kevon Harris,25,ORL,SG,34,0,457,5,11.3,0.439,1.7,4.5,0.372,3.3,6.8,0.484,0.514,3.3,4.3,0.756,3,4.4,7.4,1.7,1.8,0.5,2.2,5.6,14.9,110,115,,harrike01
478,Goga Bitadze,23,2TM,C,38,1,457,7.2,13.1,0.552,0.6,2.7,0.231,6.6,10.4,0.636,0.576,2.4,4.4,0.548,6.4,8,14.4,4.1,1.7,2.7,2.3,6.7,17.5,123,112,,bitadgo01
479,Goga Bitadze,23,IND,C,21,0,202,6.3,12.2,0.519,0.9,3.3,0.286,5.4,8.9,0.605,0.558,2.6,5.6,0.458,5.9,5.6,11.5,4.2,2.1,2.4,2.8,8,16.2,115,115,,bitadgo01
480,Goga Bitadze,23,ORL,C,17,1,255,8,13.8,0.575,0.4,2.3,0.167,7.6,11.6,0.656,0.589,2.3,3.4,0.667,6.8,9.9,16.7,4,1.3,3,1.9,5.7,18.6,129,110,,bitadgo01
481,Admiral Schofield,25,ORL,PF,37,0,451,5.9,13.1,0.451,2.6,7.9,0.324,3.3,5.1,0.646,0.549,2.3,2.5,0.913,2.5,4.2,6.6,3.3,0.9,0.5,1.7,6.5,16.6,120,117,,schofad01
482,TyTy Washington Jr.,21,HOU,PG,31,2,433,6.5,17.9,0.363,2.1,9,0.238,4.4,9,0.488,0.422,1.1,2,0.556,0.2,4.8,5,5.3,1.7,0.2,1.6,3.2,16.2,99,121,,washity02
483,Dewayne Dedmon,33,2TM,C,38,1,426,9,17.7,0.51,1.4,4.6,0.308,7.6,13.1,0.58,0.55,3.9,5.7,0.673,4,11.7,15.7,3,1.1,2.2,2.9,8.8,23.3,112,110,,dedmode01
484,Dewayne Dedmon,33,MIA,C,30,0,350,9.1,18.4,0.496,1.6,5.3,0.297,7.6,13.1,0.576,0.539,4.6,6.3,0.727,4,11.5,15.5,2.3,1,2,2.7,8.7,24.4,113,110,,dedmode01
485,Dewayne Dedmon,33,PHI,C,8,1,76,8.5,14.3,0.591,0.7,1.3,0.5,7.8,13,0.6,0.614,0.7,3.3,0.2,3.9,12.4,16.3,6.5,1.3,3.3,3.9,9.1,18.3,110,108,,dedmode01
486,Orlando Robinson,22,MIA,C,31,1,425,5.5,10.4,0.528,0,0.7,0,5.5,9.7,0.566,0.528,2.6,3.6,0.71,5.6,9.2,14.8,2.9,1.4,1.4,1.9,6.2,13.6,122,111,,robinor01
487,Johnny Davis,20,WAS,SG,28,5,423,7.6,19.7,0.386,2,8.1,0.243,5.6,11.6,0.485,0.436,1.6,3.1,0.519,1.2,6.3,7.5,3.2,1.2,0.9,2,5.5,18.8,92,117,,davisjo06
488,Keon Johnson,20,POR,SG,40,0,416,7.8,20.8,0.376,3.3,9.5,0.346,4.6,11.4,0.402,0.455,3.2,4.8,0.659,1.3,3.9,5.2,6.9,2.2,0.7,5,5,22.1,93,119,,johnske07
489,Jake LaRavia,21,MEM,PF,35,0,414,4.2,10.9,0.389,2.8,8.1,0.338,1.5,2.8,0.542,0.516,0.8,1,0.778,2.2,5,7.2,2.4,1.4,0.5,2.1,5.6,12,105,114,,laravja01
490,Dominick Barlow,19,SAS,PF,28,0,408,5.3,10,0.535,0,0.5,0,5.3,9.5,0.561,0.535,2.1,2.9,0.72,5.3,6.5,11.8,2.8,1.2,2.2,1.7,6.5,12.7,121,119,,barlodo01
491,Bruno Fernando,24,2TM,C,39,4,405,7.1,13.4,0.527,0,0.5,0,7.1,12.9,0.546,0.527,4.2,6,0.7,6.5,9.9,16.4,3.7,0.7,4.1,3,8.8,18.3,118,115,,fernabr01
492,Bruno Fernando,24,HOU,C,31,4,364,6.4,12.4,0.516,0,0.1,0,6.4,12.3,0.522,0.516,4,5.9,0.682,6.4,9.9,16.2,4,0.8,4.1,2.7,9.1,16.8,119,115,,fernabr01
493,Bruno Fernando,24,ATL,C,8,0,41,12.8,22.1,0.579,0,3.5,0,12.8,18.6,0.688,0.579,5.8,7,0.833,7,10.5,17.4,1.2,0,3.5,5.8,7,31.4,110,114,,fernabr01
494,Cade Cunningham,21,DET,PG,12,12,400,11.3,27.1,0.415,2.1,7.4,0.279,9.2,19.7,0.466,0.453,4.4,5.2,0.837,1.5,7.5,9,8.7,1.2,0.8,4.7,4.1,29,100,119,,cunnica01
495,Ish Smith,34,DEN,PG,43,0,398,6.4,16.1,0.397,0.2,1.5,0.167,6.1,14.6,0.42,0.405,0.2,0.5,0.5,0.6,6,6.6,12.3,1,0.9,5.4,4.1,13.3,89,116,,smithis01
496,Duane Washington Jr.,22,PHO,SG,31,3,394,11.7,31.8,0.367,5,13.8,0.36,6.7,18,0.372,0.445,2,3,0.667,0.2,4.2,4.5,7.8,0.7,0.5,4.2,2.9,30.3,93,117,,washidu02
497,Kessler Edwards,22,2TM,SF,36,4,385,4.5,11.6,0.387,2.1,6.9,0.309,2.4,4.7,0.5,0.478,1.4,1.9,0.733,2.9,4.7,7.6,2.9,1.7,0.7,1.6,5,12.5,108,117,,edwarke02
498,Kessler Edwards,22,BRK,SF,14,1,79,3.7,14.8,0.25,1.2,7.4,0.167,2.5,7.4,0.333,0.292,0.6,1.2,0.5,3.7,4.9,8.7,1.2,1.9,0.6,2.5,1.9,9.3,71,115,,edwarke02
499,Kessler Edwards,22,SAC,SF,22,3,306,4.7,10.8,0.435,2.3,6.7,0.349,2.3,4.1,0.577,0.543,1.6,2,0.769,2.7,4.7,7.3,3.3,1.7,0.8,1.4,5.8,13.3,120,117,,edwarke02
500,Saben Lee,23,2TM,PG,25,1,373,6.4,15.9,0.405,1.4,3.9,0.367,5,11.9,0.418,0.45,5.5,7.5,0.737,1.7,4.2,5.9,8.8,2.5,0.1,3.1,4.2,19.8,111,113,,leesa01
501,Saben Lee,23,PHI,PG,2,0,10,14.9,19.8,0.75,0,5,0,14.9,14.9,1,0.75,0,0,,0,0,0,9.9,5,0,14.9,5,29.7,86,111,,leesa01
502,Saben Lee,23,PHO,PG,23,1,363,6.2,15.8,0.393,1.5,3.9,0.379,4.7,11.8,0.398,0.44,5.7,7.7,0.737,1.8,4.3,6.1,8.8,2.4,0.1,2.8,4.2,19.5,112,114,,leesa01
503,Gary Payton II,30,2TM,SG,22,1,367,5.4,9.1,0.594,1.7,3.4,0.5,3.7,5.7,0.651,0.688,0.8,0.9,0.857,3.2,5.9,9.1,3.9,2.9,0.7,2.1,5.7,13.3,131,115,,paytoga02
504,Gary Payton II,30,POR,SG,15,1,255,4.6,7.8,0.585,1.7,3.2,0.529,2.9,4.6,0.625,0.695,0.8,0.8,1,1.9,5.5,7.4,4.2,3.1,0.2,2.3,5.5,11.7,126,116,,paytoga02
505,Gary Payton II,30,GSW,SG,7,0,112,7.2,11.8,0.607,1.7,3.8,0.444,5.5,8,0.684,0.679,0.8,1.3,0.667,5.9,6.7,12.7,3.4,2.5,1.7,1.7,5.9,16.9,138,111,,paytoga02
506,Udoka Azubuike,23,UTA,C,36,4,359,7.9,9.6,0.819,0,0,,7.9,9.6,0.819,0.819,0.9,2.7,0.35,4.1,11.7,15.8,1.5,0.8,2,2.4,4.5,16.6,131,114,,azubuud01
507,Gorgui Dieng,33,SAS,C,31,1,358,5.9,15.4,0.385,2.8,9.9,0.28,3.2,5.5,0.571,0.474,1.3,1.7,0.769,3.6,10.6,14.1,7,0.5,1.8,4.2,7.5,16,100,118,,dienggo01
508,JaVale McGee,35,DAL,C,42,7,355,11.2,17.5,0.64,0.3,0.7,0.4,10.9,16.8,0.65,0.648,3.4,5.7,0.585,4.2,10.8,15,1.5,0.6,3.6,5,7.6,26,108,112,,mcgeeja01
509,Markieff Morris,33,2TM,PF,35,2,355,6.5,15.9,0.409,3.9,9.8,0.394,2.6,6.1,0.432,0.53,1.4,1.4,1,1.8,8,9.8,4.3,1.2,0.7,2.5,6.6,18.2,108,115,,morrima02
510,Markieff Morris,33,BRK,PF,27,1,285,5.7,14,0.402,3.4,8.4,0.408,2.2,5.7,0.394,0.524,1.7,1.7,1,2.2,7.9,10.1,4.3,1.4,0.9,2.4,5.7,16.4,110,114,,morrima02
511,Markieff Morris,33,DAL,PF,8,1,70,9.9,23.4,0.424,5.7,15.6,0.364,4.3,7.8,0.545,0.545,0,0,,0,8.5,8.5,4.3,0.7,0,2.8,10.7,25.6,100,118,,morrima02
512,Furkan Korkmaz,25,PHI,SG,37,0,353,6.7,15.6,0.432,2.5,6.5,0.391,4.2,9.1,0.462,0.514,3.6,5.1,0.722,0.8,5.1,5.9,3.1,1.4,0.4,3.4,2.5,19.6,100,115,,korkmfu01
513,Richaun Holmes,29,SAC,C,42,1,348,7.6,12.2,0.618,0.7,1.1,0.625,6.9,11.1,0.617,0.646,2.1,2.6,0.789,4,7,11,1.2,0.4,1.5,1.9,6.9,17.9,127,118,,holmeri01
514,A.J. Green,23,MIL,SG,35,1,345,7.3,17.3,0.424,6.1,14.5,0.419,1.2,2.8,0.45,0.6,0.6,0.6,1,0.8,5.4,6.2,3,0.8,0,1.2,4.3,21.3,121,115,,greenaj01
515,Davon Reed,27,2TM,SG,43,1,342,4,12,0.333,2.4,6.6,0.37,1.6,5.4,0.289,0.435,2.3,3.4,0.667,1.4,7,8.4,3.3,2.1,0.6,2.9,5.6,12.7,93,113,,reedda01
516,Davon Reed,27,DEN,SG,35,1,315,3.9,12.4,0.313,2.5,6.8,0.364,1.4,5.6,0.25,0.413,2.3,3.1,0.75,1.4,7.1,8.5,3,2,0.6,3.1,5.6,12.6,89,113,,reedda01
517,Davon Reed,27,LAL,SG,8,0,27,5.3,7,0.75,1.8,3.5,0.5,3.5,3.5,1,0.875,1.8,7,0.25,1.8,5.3,7,7,3.5,0,0,5.3,14,155,111,,reedda01
518,Jae Crowder,32,MIL,PF,18,3,340,6.3,13.2,0.479,3.4,7.7,0.436,2.9,5.5,0.538,0.606,1.4,1.7,0.833,2.4,7.3,9.7,3.8,1.7,0.8,1,3.8,17.4,133,111,,crowdja01
519,Derrick Rose,34,NYK,PG,27,0,338,8.9,23.2,0.384,2.8,9.2,0.302,6.1,14,0.438,0.443,1.6,1.8,0.917,1.2,4.7,5.8,6.7,1,0.7,3.2,2.6,22.2,99,117,,rosede01
520,McKinley Wright IV,24,DAL,PG,27,1,335,6.8,14.5,0.469,1.3,4.2,0.321,5.5,10.4,0.529,0.515,1.9,2.8,0.684,1.3,5.6,7,8.6,1.2,0.7,2.8,3.6,16.9,113,118,,wrighmc01
521,Theo Pinson,27,DAL,SG,40,1,323,4.8,13.4,0.356,3.4,9.5,0.355,1.4,3.8,0.36,0.483,1.7,2,0.846,1.5,8.2,9.7,7.1,0.9,0.2,1.8,5.2,14.6,114,117,,pinsoth01
522,Julian Champagnie,21,2TM,SF,17,3,320,8.7,19.2,0.454,4.9,12.1,0.402,3.8,7.1,0.542,0.581,2.1,2.5,0.824,1.5,7.4,8.9,1.5,0.9,0.7,1.6,3.8,24.4,115,121,,champju02
523,Julian Champagnie,21,PHI,SF,2,0,7,0,14.2,0,0,7.1,0,0,7.1,0,0,0,0,,0,0,0,0,7.1,0,0,0,0,0,106,,champju02
524,Julian Champagnie,21,SAS,SF,15,3,313,8.9,19.3,0.461,5,12.2,0.407,3.9,7.1,0.553,0.59,2.1,2.6,0.824,1.5,7.5,9.1,1.5,0.8,0.8,1.7,3.9,24.9,116,121,,champju02
525,Matt Ryan,25,2TM,SF,34,0,310,6.1,16.5,0.37,4.9,12.9,0.381,1.2,3.7,0.333,0.519,1.5,1.8,0.833,0.6,3.4,4,2.4,0.8,0.2,1.1,4.1,18.7,109,119,,ryanma01
526,Matt Ryan,25,LAL,SF,12,0,129,5.5,18,0.306,4.8,12.9,0.371,0.7,5.1,0.143,0.439,1.5,1.8,0.8,0.7,4.4,5.1,1.5,0.7,0,1.1,5.1,17.3,95,118,,ryanma01
527,Matt Ryan,25,MIN,SF,22,0,181,6.6,15.5,0.424,5,12.9,0.388,1.6,2.6,0.6,0.585,1.6,1.8,0.857,0.5,2.6,3.1,3.1,0.8,0.3,1,3.4,19.7,120,119,,ryanma01
528,Robin Lopez,34,CLE,C,37,2,299,8.1,12.6,0.64,0.3,0.7,0.5,7.7,11.9,0.648,0.653,2.3,3,0.778,3.9,4.7,8.6,3.2,0.3,1.3,4.2,7.2,18.8,114,114,,lopezro01
529,Moses Brown,23,2TM,C,36,1,294,10.2,16,0.635,0,0,,10.2,16,0.635,0.635,5.5,12,0.458,9.5,13.7,23.2,0.7,0.7,2.3,2.5,6.5,25.8,123,111,,brownmo01
530,Moses Brown,23,LAC,C,34,1,288,10.4,16.3,0.635,0,0,,10.4,16.3,0.635,0.635,5.6,12.2,0.458,9.7,13.9,23.6,0.7,0.5,2.4,2.4,6.5,26.4,124,111,,brownmo01
531,Moses Brown,23,BRK,C,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,8.1,0,8.1,8.1,0,0,105,,brownmo01
532,Nathan Knight,25,MIN,C,38,0,291,7.5,13.2,0.568,1.3,3.6,0.364,6.2,9.6,0.644,0.617,6.4,9.3,0.684,3.6,5.6,9.1,2.1,1.6,1,3.4,6.7,22.7,118,114,,knighna01
533,Kennedy Chandler,20,MEM,PG,36,0,281,5.9,14,0.422,0.3,2.5,0.133,5.6,11.5,0.485,0.434,1,2.2,0.462,1.5,4.9,6.4,9.8,2,0.8,3,2.5,13.2,101,112,,chandke01
534,Dalano Banton,23,TOR,PG,31,2,279,9.7,23,0.423,2.7,9,0.294,7.1,14,0.506,0.481,3,4.3,0.708,1.9,6,8,6.4,2.3,2.3,3.2,6,25.2,105,112,,bantoda01
535,Trent Forrest,24,ATL,SG,23,3,277,4.3,10.3,0.417,0,0.3,0,4.3,10,0.431,0.417,0.3,0.5,0.667,0.9,5.5,6.4,6.5,1.2,0.3,2.6,2.9,8.9,93,118,,forretr01
536,Bryn Forbes,29,MIN,SG,25,0,268,5.3,14.7,0.361,2.5,8.2,0.304,2.8,6.6,0.432,0.446,2.7,2.7,1,0.7,1.9,2.7,3,1.2,0.4,2.1,3.9,15.8,99,118,,forbebr01
537,Terry Taylor,23,2TM,PF,31,2,264,7,13.5,0.52,0.9,3.4,0.263,6.1,10.1,0.607,0.553,1.1,2,0.545,4.9,3.6,8.5,1.8,0.5,1.1,1.6,4.7,16.1,115,121,,taylote01
538,Terry Taylor,23,IND,PF,26,2,228,6.2,13.5,0.462,0.8,3.7,0.222,5.4,9.8,0.553,0.492,1,1.5,0.714,4.6,3.5,8.1,2.1,0.6,1,1.9,5,14.4,108,122,,taylote01
539,Terry Taylor,23,CHI,PF,5,0,36,12.2,13.5,0.9,1.4,1.4,1,10.8,12.2,0.889,0.95,1.4,5.4,0.25,6.8,4.1,10.8,0,0,1.4,0,2.7,27.1,171,117,,taylote01
540,Jeff Dowtin,25,TOR,PG,25,0,259,4.8,10.9,0.439,1,3.1,0.313,3.8,7.8,0.488,0.482,1.1,1.7,0.667,1.1,3.2,4.4,5.9,1.7,0.6,1,2.5,11.6,118,117,,dowtije01
541,KZ Okpala,23,SAC,PF,35,3,248,3.1,7.3,0.421,1.4,4.1,0.333,1.7,3.3,0.529,0.513,1.4,1.5,0.875,1.4,5.2,6.6,2.5,1.4,1.4,1.4,7.5,8.9,113,117,,okpalkz01
542,Brandon Boston Jr.,21,LAC,SF,22,1,248,10.1,24.1,0.418,2.4,5.7,0.414,7.7,18.4,0.419,0.467,5.7,7.5,0.763,1.4,4.5,5.9,4,1.8,0,2.4,4.1,28.2,105,116,,bostobr01
543,Luka Garza,24,MIN,C,28,0,243,12.3,22.7,0.543,2.7,7.6,0.359,9.6,15.1,0.636,0.603,8,10.2,0.788,6.5,5.9,12.3,3.5,0.6,0.4,2.7,8.4,35.4,130,117,,garzalu01
544,Jamal Cain,23,MIA,PF,18,0,240,7.7,13.7,0.561,1.5,4.2,0.35,6.2,9.6,0.652,0.614,3.5,4.6,0.773,3.1,7.7,10.8,2.5,2.3,0.2,1.2,4.4,20.4,131,112,,cainja01
545,Kira Lewis Jr.,21,NOP,PG,25,0,235,8.2,18.1,0.455,3.1,7,0.441,5.2,11.1,0.463,0.54,3.9,4.5,0.864,1,5.8,6.8,4.7,2.1,0.4,2.1,4.9,23.5,118,113,,lewiski01
546,Frank Kaminsky,29,2TM,C,36,0,235,6.3,12.8,0.492,2.6,6.7,0.394,3.7,6.1,0.6,0.595,2.9,3.3,0.875,1.4,9.2,10.6,6.5,1.2,0.8,1.8,4.5,18.1,131,116,,kaminfr01
547,Frank Kaminsky,29,ATL,C,26,0,176,6.8,11.9,0.568,3,6.2,0.478,3.8,5.7,0.667,0.693,2.7,3.3,0.833,0.8,8.9,9.8,5.7,1.4,0.3,2.4,5.7,19.2,133,116,,kaminfr01
548,Frank Kaminsky,29,HOU,C,10,0,59,4.9,15.6,0.316,1.6,8.2,0.2,3.3,7.4,0.444,0.368,3.3,3.3,1,3.3,9.9,13.1,9,0.8,2.5,0,0.8,14.8,126,117,,kaminfr01
549,Johnny Juzang,21,UTA,SG,18,0,232,7.2,21.4,0.337,3.1,13,0.238,4.1,8.4,0.488,0.409,0.4,0.8,0.5,1.6,6.4,8,1.6,0.8,0.6,0.6,2.7,17.9,93,119,,juzanjo01
550,David Duke Jr.,23,BRK,SG,23,0,228,7.7,16.7,0.462,0.2,2.6,0.083,7.5,14.1,0.53,0.468,2.6,3.6,0.706,2.4,3.9,6.2,4.5,2.1,0.2,3.9,6.6,18.2,96,116,,dukeda01
551,Patrick Baldwin Jr.,20,GSW,SF,31,0,226,9,22.8,0.394,6.7,17.6,0.381,2.3,5.2,0.44,0.541,0.8,1.3,0.667,0.2,8.2,8.4,2.3,1.3,0.8,2.3,2.9,25.5,101,114,,baldwpa01
552,John Butler,20,POR,C,19,1,221,3.7,11.7,0.321,1.8,7.7,0.229,2,4,0.5,0.396,0.7,0.9,0.75,0.7,3.1,3.7,2.4,1.5,2,0.2,4.8,9.9,97,119,,butlejo01
553,Cody Zeller,30,MIA,C,15,2,217,8.5,13.6,0.627,0,0.5,0,8.5,13.1,0.649,0.627,5.5,8,0.686,5.7,9,14.7,2.3,0.7,0.9,3.2,7.6,22.5,124,114,,zelleco01
554,Dalen Terry,20,CHI,SG,38,0,214,7.3,16.4,0.444,1.6,6.1,0.259,5.7,10.2,0.556,0.493,3.2,4.8,0.667,2.7,5.7,8.4,5,2.5,1.1,1.8,5.5,19.3,112,110,,terryda01
555,Matthew Dellavedova,32,SAC,PG,32,0,213,3.8,11.2,0.34,2,6.1,0.333,1.8,5.2,0.348,0.43,0.9,1.6,0.571,0.2,2.7,2.9,9.2,1.6,0,2.2,4.5,10.6,105,119,,dellama01
556,Thanasis Antetokounmpo,30,MIL,PF,37,0,206,4.6,10.7,0.435,0,1.9,0,4.6,8.8,0.526,0.435,2.5,5.1,0.5,3.5,6.7,10.2,3.5,0.7,0.7,2.8,5.1,11.8,98,114,,antetth01
557,Nikola Jović,19,MIA,PF,15,8,204,6.8,16.9,0.406,2,8.6,0.229,4.9,8.3,0.588,0.464,4.4,4.6,0.947,2.2,5.4,7.6,2.4,1.7,0.5,2.4,4.6,20,105,114,,jovicni01
558,Jared Rhoden,23,DET,SG,14,0,198,4.2,10.8,0.386,1.2,4.9,0.25,2.9,5.9,0.5,0.443,1.5,1.5,1,2.7,6.4,9.1,1,1,0.2,0.7,5.6,11,108,121,,rhodeja01
