Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,MPG,Primary_Position,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate
80,Buddy Hield,31,PHI,SG,32,14,824,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,0.55,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,114.0,116,,hieldbu01,25.75,Guard,0.633,0.08,0.565,2.417,0.201,1.131,2.3,0.262
81,CJ McCollum,32,NOP,PG,66,66,2159,11.0,24.0,0.459,5.4,12.6,0.429,5.6,11.3,0.492,0.572,2.6,3.2,0.827,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30.0,118.0,114,,mccolcj01,32.712,Guard,0.525,0.133,0.59,2.76,0.198,1.181,2.3,0.138
82,Spencer Dinwiddie,30,2TM,PG,76,52,2152,5.7,14.5,0.392,2.8,8.4,0.337,2.9,6.2,0.467,0.489,3.8,4.8,0.805,0.7,4.0,4.7,8.1,1.2,0.5,2.1,3.1,18.1,117.0,119,,dinwisp01,28.316,Guard,0.579,0.331,0.545,3.857,0.302,1.09,1.7,0.149
83,Spencer Dinwiddie,30,BRK,PG,48,48,1474,6.6,16.8,0.391,3.0,9.3,0.32,3.6,7.4,0.48,0.48,4.2,5.4,0.781,0.9,4.4,5.3,9.7,1.3,0.3,2.1,2.9,20.3,118.0,119,,dinwisp01,30.708,Guard,0.554,0.321,0.529,4.619,0.313,1.059,1.6,0.17
84,Spencer Dinwiddie,30,LAL,PG,28,4,678,3.9,9.9,0.397,2.5,6.3,0.389,1.5,3.6,0.412,0.521,3.1,3.5,0.88,0.3,3.0,3.3,4.8,0.9,0.9,2.0,3.6,13.4,113.0,119,,dinwisp01,24.214,Guard,0.636,0.354,0.586,2.4,0.263,1.171,1.8,0.091
85,Tre Jones,24,SAS,PG,77,48,2138,6.7,13.3,0.505,1.4,4.2,0.335,5.3,9.1,0.584,0.558,2.2,2.6,0.856,1.3,5.1,6.4,10.6,1.7,0.2,2.6,2.0,17.1,123.0,118,,jonestr01,27.766,Guard,0.316,0.195,0.592,4.077,0.383,1.184,1.9,0.203
86,Grant Williams,25,2TM,PF,76,43,2130,6.3,13.8,0.456,2.9,7.7,0.375,3.4,6.1,0.558,0.56,2.4,3.2,0.757,2.0,5.3,7.2,4.0,1.0,0.9,2.5,5.2,17.9,113.0,119,,willigr01,28.026,Forward,0.558,0.232,0.589,1.6,0.184,1.177,1.9,0.274
87,Grant Williams,25,DAL,PF,47,33,1242,5.1,12.2,0.413,3.1,8.1,0.376,2.0,4.1,0.486,0.538,1.6,2.1,0.745,1.8,4.8,6.5,3.1,0.9,1.0,2.0,5.3,14.8,110.0,118,,willigr01,26.426,Forward,0.664,0.172,0.564,1.55,0.17,1.128,1.9,0.273
88,Grant Williams,25,CHO,PF,29,10,888,8.1,16.0,0.503,2.6,7.0,0.373,5.4,9.0,0.605,0.585,3.6,4.7,0.765,2.2,6.1,8.3,5.2,1.1,0.7,3.1,4.9,22.3,116.0,121,,willigr01,30.621,Forward,0.438,0.294,0.617,1.677,0.197,1.234,1.8,0.265
89,Jaren Jackson Jr.,24,MEM,C,66,66,2124,11.9,26.7,0.444,2.7,8.4,0.32,9.2,18.3,0.501,0.494,7.8,9.6,0.808,2.0,6.4,8.4,3.5,1.8,2.4,3.7,5.4,34.2,107.0,113,,jacksja02,32.182,Center,0.315,0.36,0.553,0.946,0.092,1.106,4.2,0.238
90,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,8.9,22.1,0.402,4.8,13.5,0.353,4.1,8.6,0.478,0.51,3.3,3.8,0.852,0.5,5.3,5.7,3.1,1.0,0.1,1.6,2.4,25.8,109.0,119,6MOY-9,hardati02,26.835,Forward,0.611,0.172,0.543,1.938,0.109,1.085,1.1,0.086
91,Nic Claxton,24,BRK,C,71,71,2116,8.6,13.6,0.629,0.0,0.1,0.2,8.5,13.5,0.633,0.63,2.5,4.6,0.551,4.5,12.0,16.5,3.4,1.1,3.4,2.2,4.1,19.7,124.0,111,,claxtni01,29.803,Center,0.007,0.338,0.63,1.545,0.16,1.261,4.5,0.273
92,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,8.1,16.5,0.489,1.5,4.8,0.322,6.5,11.7,0.558,0.536,3.4,4.1,0.811,1.9,4.8,6.7,4.6,1.8,0.5,2.6,3.9,21.0,112.0,113,ROY-46MOY-9,jaqueja01,28.173,Forward,0.291,0.248,0.574,1.769,0.18,1.147,2.3,0.284
93,Taurean Prince,29,LAL,PF,78,49,2108,5.7,12.9,0.442,3.2,8.0,0.396,2.5,4.9,0.519,0.566,1.1,1.5,0.735,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,108.0,118,,princta02,27.026,Forward,0.62,0.116,0.579,1.688,0.151,1.158,2.1,0.096
94,Victor Wembanyama,20,SAS,C,71,71,2106,12.4,26.7,0.465,2.9,8.9,0.325,9.5,17.9,0.534,0.519,6.6,8.3,0.796,3.6,13.4,17.0,6.2,2.0,5.7,5.9,3.4,34.3,104.0,106,ROY-1DPOY-2,wembavi01,29.662,Center,0.333,0.311,0.565,1.051,0.146,1.13,7.7,0.212
95,Jaden McDaniels,23,MIN,SF,72,71,2105,7.2,14.7,0.489,2.0,6.0,0.337,5.2,8.8,0.592,0.557,1.3,1.9,0.722,1.3,3.9,5.3,2.4,1.5,1.0,2.0,5.1,17.8,108.0,112,,mcdanja02,29.236,Forward,0.408,0.129,0.573,1.2,0.12,1.146,2.5,0.25
96,Brandon Ingram,26,NOP,SF,64,64,2103,11.7,23.7,0.492,2.0,5.6,0.355,9.7,18.1,0.534,0.534,5.7,7.2,0.801,1.0,6.6,7.6,8.5,1.2,0.9,3.8,3.4,31.1,115.0,114,,ingrabr01,32.859,Forward,0.236,0.304,0.579,2.237,0.217,1.158,2.1,0.132
97,Scottie Barnes,22,TOR,SG,60,60,2094,10.3,21.7,0.475,2.3,6.8,0.341,8.0,14.9,0.536,0.528,4.5,5.8,0.781,3.3,8.1,11.4,8.4,1.7,2.0,3.8,2.7,27.5,114.0,116,AS,barnesc01,34.9,Guard,0.313,0.267,0.567,2.211,0.23,1.134,3.7,0.289
98,Jusuf Nurkić,29,PHO,C,76,76,2078,7.5,14.7,0.51,0.5,2.1,0.244,7.0,12.6,0.555,0.528,3.9,6.1,0.64,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6.0,19.5,114.0,108,,nurkiju01,27.342,Center,0.143,0.415,0.561,1.732,0.248,1.122,3.8,0.269
99,Myles Turner,27,IND,C,77,77,2076,10.8,20.7,0.524,2.6,7.4,0.358,8.2,13.3,0.615,0.587,5.6,7.2,0.773,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,120.0,115,,turnemy01,26.961,Center,0.357,0.348,0.624,0.92,0.08,1.249,4.2,0.215
100,Collin Sexton,25,UTA,SG,78,51,2075,11.8,24.1,0.487,3.0,7.6,0.394,8.8,16.6,0.53,0.549,7.4,8.6,0.859,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,122.0,123,,sextoco01,26.603,Guard,0.315,0.357,0.608,2.342,0.219,1.216,1.7999999999999998,0.354
101,Cam Thomas,22,BRK,SG,66,51,2075,12.6,28.4,0.442,3.4,9.5,0.364,9.1,19.0,0.481,0.503,6.8,8.0,0.856,0.7,4.4,5.1,4.6,1.1,0.4,3.0,3.3,35.4,110.0,119,,thomaca02,31.439,Guard,0.335,0.282,0.555,1.533,0.116,1.109,1.5,0.137
102,Cade Cunningham,22,DET,PG,62,62,2074,12.2,27.1,0.449,2.8,7.8,0.355,9.4,19.3,0.487,0.5,5.5,6.4,0.869,0.8,5.5,6.2,10.8,1.3,0.5,4.9,3.5,32.6,108.0,120,,cunnica01,33.452,Guard,0.288,0.236,0.545,2.204,0.237,1.09,1.8,0.127
103,Corey Kispert,24,WAS,SF,80,22,2067,8.7,18.0,0.486,4.2,10.9,0.383,4.6,7.1,0.643,0.602,2.6,3.6,0.726,0.7,4.4,5.1,3.5,0.9,0.4,2.2,3.2,24.2,114.0,123,,kispeco01,25.838,Forward,0.606,0.2,0.618,1.591,0.138,1.236,1.3,0.137
104,Saddiq Bey,24,ATL,SF,63,51,2062,6.7,16.2,0.416,2.6,8.3,0.316,4.1,7.9,0.522,0.497,4.0,4.7,0.837,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2.0,20.1,120.0,121,,beysa01,32.73,Forward,0.512,0.29,0.55,1.615,0.097,1.1,1.5,0.406
105,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,9.3,21.0,0.441,2.4,7.8,0.311,6.8,13.2,0.517,0.498,4.2,5.6,0.75,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,109.0,114,,oubreke01,30.221,Forward,0.371,0.267,0.535,1.143,0.086,1.07,2.9000000000000004,0.28
106,Alperen Şengün,21,HOU,C,63,63,2046,12.5,23.3,0.537,0.8,2.6,0.297,11.7,20.6,0.567,0.553,5.8,8.3,0.693,4.3,9.6,14.0,7.4,1.8,1.1,3.8,5.0,31.6,118.0,111,,sengual01,32.476,Center,0.112,0.356,0.586,1.947,0.194,1.172,2.9000000000000004,0.309
107,Jimmy Butler,34,MIA,PF,60,60,2042,9.7,19.4,0.499,1.5,3.5,0.414,8.2,15.8,0.519,0.537,9.6,11.2,0.858,2.6,5.2,7.8,7.3,1.9,0.4,2.5,1.7,30.4,129.0,113,,butleji01,34.033,Forward,0.18,0.577,0.625,2.92,0.214,1.25,2.3,0.333
108,Alex Caruso,29,CHI,SG,71,57,2040,6.2,13.2,0.468,3.3,8.1,0.408,2.9,5.1,0.563,0.593,1.8,2.3,0.76,1.5,5.2,6.7,6.0,2.9,1.7,2.5,4.4,17.5,119.0,113,DPOY-10,carusal01,28.732,Guard,0.614,0.174,0.616,2.4,0.264,1.231,4.6,0.224
109,Terry Rozier,29,2TM,SG,61,60,2040,10.7,24.3,0.443,3.6,10.0,0.363,7.1,14.3,0.498,0.518,4.2,4.8,0.869,0.9,5.2,6.0,8.3,1.5,0.5,2.6,2.5,29.3,114.0,118,,roziete01,33.443,Guard,0.412,0.198,0.555,3.192,0.222,1.109,2.0,0.148
110,Terry Rozier,29,CHO,SG,30,30,1065,11.7,25.4,0.459,3.8,10.8,0.358,7.8,14.7,0.533,0.535,5.1,6.0,0.845,0.8,4.6,5.4,9.2,1.5,0.6,3.0,2.4,32.3,116.0,121,,roziete01,35.5,Guard,0.425,0.236,0.576,3.067,0.229,1.152,2.1,0.148
111,Terry Rozier,29,MIA,PG,31,30,975,9.7,23.0,0.423,3.4,9.1,0.371,6.3,13.9,0.458,0.497,3.2,3.5,0.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26.0,111.0,113,,roziete01,31.452,Guard,0.396,0.152,0.53,3.524,0.217,1.059,2.1,0.136
112,Keldon Johnson,24,SAS,SF,69,27,2038,9.1,20.1,0.454,3.0,8.5,0.346,6.1,11.5,0.533,0.527,4.1,5.1,0.792,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,112.0,118,,johnske04,29.536,Forward,0.423,0.254,0.564,1.957,0.154,1.128,1.7,0.25
113,Kyrie Irving,31,DAL,SG,58,58,2030,13.3,26.7,0.497,4.1,9.9,0.411,9.2,16.8,0.548,0.573,4.5,5.0,0.905,1.0,5.8,6.9,7.1,1.7,0.7,2.5,2.6,35.1,122.0,116,CPOY-7,irvinky01,35.0,Guard,0.371,0.187,0.607,2.84,0.184,1.215,2.4,0.147
114,Karl-Anthony Towns,28,MIN,PF,62,62,2026,11.7,23.2,0.504,3.3,8.0,0.416,8.4,15.2,0.55,0.575,6.2,7.1,0.873,2.3,10.3,12.6,4.6,1.0,1.0,4.3,5.0,32.9,115.0,109,AS,townska01,32.677,Forward,0.345,0.306,0.625,1.07,0.131,1.25,2.0,0.183
115,Jalen Suggs,22,ORL,SG,75,75,2025,8.2,17.5,0.471,3.7,9.4,0.397,4.5,8.0,0.556,0.578,2.9,3.8,0.756,1.2,4.4,5.6,5.0,2.6,1.1,3.2,5.0,23.1,113.0,110,DPOY-10,suggsja01,27.0,Guard,0.537,0.217,0.602,1.562,0.183,1.205,3.7,0.214
116,Keyonte George,20,UTA,PG,75,44,2023,7.6,19.4,0.391,3.5,10.5,0.334,4.1,8.9,0.459,0.482,4.5,5.3,0.848,0.4,4.7,5.0,7.9,0.9,0.2,4.5,2.2,23.2,104.0,124,,georgke01,26.973,Guard,0.541,0.273,0.534,1.756,0.231,1.068,1.1,0.078
117,Josh Giddey,21,OKC,SG,80,80,2011,9.6,20.3,0.475,2.0,5.8,0.337,7.7,14.4,0.53,0.523,2.4,3.0,0.806,2.7,9.6,12.3,9.2,1.2,1.1,4.0,2.7,23.6,111.0,112,,giddejo01,25.138,Guard,0.286,0.148,0.546,2.3,0.264,1.092,2.3,0.22
118,Bobby Portis,28,MIL,PF,82,4,2008,11.2,22.0,0.508,2.4,5.9,0.407,8.8,16.1,0.545,0.562,2.3,3.0,0.79,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27.0,115.0,113,6MOY-3,portibo01,24.488,Forward,0.268,0.136,0.579,1.136,0.089,1.158,2.4000000000000004,0.234
119,Aaron Nesmith,24,IND,SF,72,47,1995,7.4,15.0,0.496,3.3,7.9,0.419,4.1,7.1,0.581,0.606,2.5,3.2,0.781,1.5,5.0,6.5,2.6,1.5,1.2,1.5,5.7,20.7,123.0,119,,nesmiaa01,27.708,Forward,0.527,0.213,0.631,1.733,0.127,1.262,2.7,0.231
120,Gary Trent Jr.,25,TOR,SG,71,41,1994,8.7,20.5,0.426,4.3,11.0,0.393,4.4,9.5,0.464,0.531,1.8,2.3,0.771,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,110.0,121,,trentga02,28.085,Guard,0.537,0.112,0.549,2.636,0.114,1.097,2.1,0.133
121,Norman Powell,30,LAC,SG,76,3,1990,9.3,19.1,0.486,4.1,9.5,0.435,5.1,9.5,0.536,0.594,3.5,4.3,0.831,0.4,4.4,4.8,2.0,1.1,0.5,1.6,3.4,26.2,120.0,119,6MOY-4,powelno01,26.184,Guard,0.497,0.225,0.624,1.25,0.081,1.248,1.6,0.083
122,Immanuel Quickley,24,2TM,SG,68,38,1985,9.6,22.1,0.434,4.2,10.7,0.395,5.4,11.4,0.471,0.53,5.2,6.1,0.853,0.4,6.0,6.4,8.2,1.2,0.2,2.5,2.9,28.6,119.0,119,,quickim01,29.191,Guard,0.484,0.276,0.577,3.28,0.231,1.154,1.4,0.062
123,Immanuel Quickley,24,NYK,SG,30,0,720,10.6,23.5,0.454,4.5,11.3,0.395,6.2,12.1,0.509,0.549,5.7,6.6,0.872,0.4,5.0,5.4,5.2,1.1,0.2,2.2,3.1,31.5,123.0,117,,quickim01,24.0,Guard,0.481,0.281,0.597,2.364,0.154,1.193,1.3,0.074
124,Immanuel Quickley,24,TOR,PG,38,38,1265,9.0,21.3,0.422,4.1,10.3,0.395,4.9,11.0,0.448,0.518,4.8,5.8,0.841,0.5,6.5,6.9,9.8,1.3,0.3,2.7,2.9,27.0,117.0,120,,quickim01,33.289,Guard,0.484,0.272,0.566,3.63,0.27,1.132,1.6,0.071
125,Brandin Podziemski,20,GSW,SG,74,28,1968,6.7,14.7,0.454,2.2,5.8,0.385,4.5,8.9,0.499,0.529,1.2,1.9,0.633,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3.0,16.8,118.0,115,ROY-5,podzibr01,26.595,Guard,0.395,0.129,0.541,3.045,0.274,1.081,1.8,0.276
126,Naz Reid,24,MIN,PF,81,14,1964,10.2,21.4,0.477,4.3,10.3,0.414,6.0,11.1,0.535,0.576,2.7,3.7,0.736,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,111.0,107,6MOY-1,reidna01,24.247,Forward,0.481,0.173,0.595,0.964,0.095,1.19,3.4000000000000004,0.17
127,Caris LeVert,29,CLE,SG,68,10,1958,8.7,20.7,0.421,2.7,8.4,0.325,6.0,12.3,0.486,0.487,3.9,5.1,0.766,1.0,6.1,7.1,8.7,1.9,0.9,3.0,3.1,24.0,110.0,113,,leverca01,28.794,Guard,0.406,0.246,0.523,2.9,0.251,1.046,2.8,0.141
128,Royce O'Neale,30,2TM,SF,79,14,1954,5.4,13.6,0.397,3.9,10.6,0.37,1.5,2.9,0.496,0.542,0.6,0.9,0.686,1.5,8.0,9.5,5.5,1.5,1.1,1.8,4.4,15.3,115.0,115,,onealro01,24.734,Forward,0.779,0.066,0.547,3.056,0.258,1.093,2.6,0.158
129,Royce O'Neale,30,BRK,SF,49,6,1202,5.2,13.4,0.388,4.0,10.9,0.366,1.2,2.5,0.483,0.537,0.6,0.9,0.682,1.6,7.5,9.1,5.6,1.3,1.2,2.1,4.9,15.0,112.0,116,,onealro01,24.531,Forward,0.813,0.067,0.544,2.667,0.261,1.087,2.5,0.176
130,Royce O'Neale,30,PHO,SF,30,8,752,5.7,13.9,0.411,3.8,10.2,0.376,1.9,3.7,0.509,0.549,0.6,0.8,0.692,1.4,8.7,10.1,5.3,1.8,1.0,1.4,3.5,15.8,119.0,113,,onealro01,25.067,Forward,0.734,0.058,0.554,3.786,0.253,1.109,2.8,0.139
131,Jonathan Kuminga,21,GSW,PF,74,46,1949,11.3,21.4,0.529,1.3,4.1,0.321,10.0,17.3,0.578,0.56,5.5,7.4,0.746,2.3,6.5,8.8,4.0,1.4,0.9,3.0,4.2,29.5,117.0,116,,kuminjo01,26.338,Forward,0.192,0.346,0.598,1.333,0.126,1.196,2.3,0.261
132,Donovan Mitchell,27,CLE,SG,55,55,1942,12.8,27.7,0.462,4.6,12.6,0.368,8.2,15.1,0.539,0.545,7.0,8.1,0.865,1.2,6.0,7.1,8.5,2.6,0.8,3.9,3.0,37.2,117.0,111,AS,mitchdo01,35.309,Guard,0.455,0.292,0.595,2.179,0.195,1.19,3.4000000000000004,0.167
133,Trae Young,25,ATL,PG,54,54,1942,10.7,24.9,0.43,4.3,11.6,0.373,6.4,13.3,0.479,0.516,8.6,10.1,0.855,0.6,3.1,3.7,14.4,1.8,0.3,5.8,2.7,34.3,117.0,122,AS,youngtr01,35.963,Guard,0.466,0.406,0.584,2.483,0.291,1.169,2.1,0.162
134,Dorian Finney-Smith,30,BRK,PF,68,56,1934,5.5,13.1,0.421,3.0,8.6,0.348,2.5,4.5,0.56,0.535,0.8,1.2,0.717,2.8,5.3,8.1,2.7,1.4,1.0,1.5,3.8,14.9,113.0,117,,finnedo01,28.441,Forward,0.656,0.092,0.547,1.8,0.151,1.093,2.4,0.346
135,Tyus Jones,27,WAS,PG,66,66,1933,7.9,16.1,0.489,2.6,6.2,0.414,5.3,9.9,0.537,0.569,0.8,1.0,0.8,0.5,3.8,4.3,11.7,1.7,0.4,1.6,1.2,19.1,126.0,121,,jonesty01,29.288,Guard,0.385,0.062,0.577,7.312,0.392,1.155,2.1,0.116
136,Jonas Valančiūnas,31,NOP,C,82,82,1925,10.2,18.3,0.559,0.9,3.1,0.308,9.3,15.3,0.609,0.585,4.1,5.2,0.785,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,123.0,110,,valanjo01,23.476,Center,0.169,0.284,0.619,1.571,0.158,1.239,2.5,0.257
137,Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,6.1,13.8,0.439,3.4,8.6,0.391,2.7,5.2,0.517,0.56,1.3,1.7,0.8,0.9,3.4,4.3,5.2,1.6,1.1,2.0,3.7,16.9,115.0,111,,alexani01,23.427,Guard,0.623,0.123,0.581,2.6,0.239,1.162,2.7,0.209
138,Andrew Wiggins,28,GSW,SF,71,59,1920,8.9,19.7,0.453,2.3,6.4,0.358,6.6,13.3,0.498,0.511,3.6,4.8,0.751,2.7,5.4,8.1,3.0,1.1,1.0,2.2,3.7,23.7,112.0,117,,wiggian01,27.042,Forward,0.325,0.244,0.543,1.364,0.111,1.087,2.1,0.333
139,Duncan Robinson,29,MIA,SF,68,36,1905,8.0,17.7,0.45,4.9,12.4,0.395,3.1,5.3,0.579,0.589,2.1,2.4,0.889,0.4,4.1,4.5,5.0,1.2,0.4,2.5,4.3,22.9,114.0,115,,robindu01,28.015,Forward,0.701,0.136,0.61,2.0,0.19,1.221,1.6,0.089
140,John Collins,26,UTA,PF,68,66,1901,10.1,18.9,0.532,2.2,5.9,0.371,7.9,13.0,0.605,0.59,3.7,4.7,0.795,4.0,10.6,14.6,2.0,1.0,1.5,2.5,4.8,26.1,121.0,118,,collijo01,27.956,Forward,0.312,0.249,0.622,0.8,0.079,1.245,2.5,0.274
141,Darius Garland,24,CLE,PG,57,57,1901,9.7,21.9,0.446,3.4,9.3,0.371,6.3,12.6,0.501,0.524,3.8,4.5,0.834,0.8,3.2,4.0,9.7,1.9,0.2,4.6,2.5,26.7,108.0,115,,garlada01,33.351,Guard,0.425,0.205,0.559,2.109,0.254,1.118,2.1,0.2
142,Isaiah Hartenstein,25,NYK,C,75,49,1896,6.2,9.7,0.644,0.0,0.1,0.333,6.2,9.6,0.646,0.645,3.0,4.2,0.707,6.5,10.2,16.6,5.0,2.3,2.3,2.5,5.6,15.5,136.0,108,,harteis01,25.28,Center,0.01,0.433,0.671,2.0,0.262,1.342,4.6,0.389
143,Eric Gordon,35,PHO,SG,68,24,1893,7.1,15.9,0.443,3.9,10.2,0.378,3.2,5.7,0.561,0.565,1.3,1.7,0.797,0.4,2.7,3.1,3.6,1.7,0.8,1.9,2.0,19.3,112.0,117,,gordoer01,27.838,Guard,0.642,0.107,0.58,1.895,0.163,1.159,2.5,0.129
144,Jalen Johnson,22,ATL,SF,56,52,1889,9.1,17.8,0.511,1.8,5.1,0.355,7.3,12.7,0.574,0.562,2.7,3.7,0.728,1.9,10.5,12.4,5.2,1.7,1.2,2.6,3.4,22.7,117.0,116,,johnsja05,33.732,Forward,0.287,0.208,0.584,2.0,0.191,1.168,2.9,0.153
145,Isaac Okoro,23,CLE,SF,69,42,1887,6.2,12.6,0.49,2.2,5.6,0.391,4.0,6.9,0.57,0.577,2.4,3.6,0.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,121.0,115,,okorois01,27.348,Forward,0.444,0.286,0.596,2.5,0.183,1.191,2.4,0.333
146,Clint Capela,29,ATL,C,73,73,1883,9.0,15.7,0.571,0.0,0.0,0.0,9.0,15.7,0.572,0.571,3.3,5.2,0.631,8.5,11.2,19.8,2.3,1.1,2.7,1.9,4.2,21.3,128.0,115,,capelca01,25.795,Center,0.0,0.331,0.592,1.211,0.104,1.184,3.8000000000000003,0.431
147,Terance Mann,27,LAC,SG,75,71,1873,6.7,13.0,0.515,1.9,5.4,0.348,4.8,7.6,0.633,0.587,2.1,2.5,0.832,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,127.0,119,,mannte01,24.973,Guard,0.415,0.192,0.613,2.385,0.168,1.227,1.5,0.343
148,Malik Monk,25,SAC,SG,72,0,1872,10.3,23.2,0.443,3.8,11.0,0.35,6.4,12.2,0.528,0.526,4.4,5.3,0.829,0.7,4.8,5.5,9.6,1.2,1.0,3.9,4.0,28.8,113.0,117,CPOY-126MOY-2,monkma01,26.0,Guard,0.474,0.228,0.564,2.462,0.246,1.128,2.2,0.127
149,Bruce Brown,27,2TM,SG,67,44,1866,7.1,14.9,0.478,1.4,4.2,0.323,5.8,10.7,0.538,0.523,3.0,3.6,0.824,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,113.0,120,,brownbr01,27.851,Guard,0.282,0.242,0.564,2.227,0.208,1.128,1.9,0.192
150,Bruce Brown,27,IND,SG,33,33,981,7.2,15.1,0.475,1.6,4.9,0.327,5.6,10.2,0.545,0.527,3.2,3.9,0.817,1.2,6.2,7.4,4.8,1.7,0.4,2.0,3.9,19.1,116.0,119,,brownbr01,29.727,Guard,0.325,0.258,0.568,2.4,0.203,1.136,2.1,0.162
151,Bruce Brown,27,TOR,PG,34,11,885,7.0,14.6,0.481,1.1,3.4,0.317,5.9,11.2,0.532,0.519,2.7,3.3,0.833,1.5,5.6,7.1,5.0,1.3,0.5,2.5,3.7,17.9,110.0,121,,brownbr01,26.029,Guard,0.233,0.226,0.558,2.0,0.212,1.115,1.8,0.211
152,Jamal Murray,26,DEN,PG,59,59,1861,12.6,26.3,0.481,3.9,9.1,0.425,8.8,17.2,0.51,0.554,4.2,4.9,0.853,1.1,5.3,6.4,10.2,1.5,1.0,3.3,2.8,33.3,119.0,114,,murraja01,31.542,Guard,0.346,0.186,0.585,3.091,0.243,1.17,2.5,0.172
153,RJ Barrett,23,2TM,SG,58,58,1838,11.7,23.5,0.495,2.4,6.7,0.36,9.3,16.8,0.549,0.547,5.6,7.8,0.715,1.4,7.0,8.4,5.2,0.8,0.6,3.4,3.5,31.3,112.0,119,,barrerj01,31.69,Guard,0.285,0.332,0.581,1.529,0.146,1.162,1.4,0.167
154,RJ Barrett,23,NYK,SG,26,26,766,10.8,25.5,0.423,2.8,8.6,0.331,8.0,17.0,0.469,0.478,6.8,8.2,0.831,1.3,6.1,7.3,4.1,0.8,0.6,3.1,3.0,31.2,110.0,116,,barrerj01,29.462,Guard,0.337,0.322,0.536,1.323,0.113,1.072,1.4,0.176
155,RJ Barrett,23,TOR,SG,32,32,1072,12.3,22.2,0.553,2.1,5.4,0.392,10.1,16.8,0.605,0.601,4.7,7.5,0.629,1.5,7.7,9.2,5.9,0.9,0.6,3.6,3.8,31.4,114.0,120,,barrerj01,33.5,Guard,0.243,0.338,0.616,1.639,0.169,1.231,1.5,0.163
156,Georges Niang,30,CLE,PF,82,10,1831,7.7,17.1,0.449,4.0,10.7,0.376,3.6,6.4,0.572,0.567,1.4,1.6,0.85,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,109.0,115,,niangge01,22.329,Forward,0.626,0.094,0.581,1.368,0.117,1.163,1.3,0.08
157,Jerami Grant,29,POR,PF,54,54,1830,10.3,22.9,0.451,3.0,7.4,0.402,7.3,15.5,0.474,0.516,6.9,8.4,0.817,1.0,4.2,5.2,4.1,1.2,0.9,3.1,3.2,30.5,113.0,120,,grantje01,33.889,Forward,0.323,0.367,0.573,1.323,0.121,1.147,2.1,0.192
158,Rui Hachimura,25,LAL,PF,68,39,1826,9.5,17.6,0.537,2.6,6.0,0.422,6.9,11.6,0.597,0.609,2.6,3.5,0.739,1.5,6.1,7.7,2.1,1.1,0.7,1.2,2.6,24.0,121.0,117,,hachiru01,26.853,Forward,0.341,0.199,0.627,1.75,0.094,1.254,1.8,0.197
159,Payton Pritchard,26,BOS,PG,82,5,1825,8.0,17.2,0.468,4.0,10.3,0.385,4.1,6.8,0.593,0.583,1.2,1.5,0.821,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,129.0,115,,pritcpa01,22.256,Guard,0.599,0.087,0.596,4.471,0.28,1.193,1.3,0.264
160,Lauri Markkanen,26,UTA,PF,55,55,1820,11.3,23.6,0.48,4.6,11.6,0.399,6.7,12.0,0.559,0.578,6.6,7.3,0.899,3.2,8.7,11.9,2.9,1.3,0.7,2.0,2.7,33.9,128.0,120,,markkla01,33.091,Forward,0.492,0.309,0.632,1.45,0.091,1.264,2.0,0.269
