Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,MPG,Primary_Position,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate
243,Wendell Carter Jr.,24,ORL,C,55,48,1406,7.9,15.0,0.525,2.3,6.0,0.374,5.6,8.9,0.626,0.6,3.3,4.7,0.694,3.9,9.5,13.4,3.3,1.2,1.0,2.4,4.3,21.2,122.0,111,,cartewe01,25.564,Center,0.4,0.313,0.621,1.375,0.145,1.242,2.2,0.291
244,Onyeka Okongwu,23,ATL,C,55,8,1405,7.6,12.5,0.611,0.8,2.4,0.333,6.8,10.1,0.676,0.642,3.1,4.0,0.793,4.9,7.9,12.8,2.5,0.9,2.0,1.5,5.5,19.2,138.0,118,,okongon01,25.545,Center,0.192,0.32,0.673,1.667,0.137,1.346,2.9,0.383
245,Amen Thompson,21,HOU,SF,62,23,1388,8.4,15.6,0.536,0.3,2.0,0.138,8.1,13.6,0.595,0.545,3.7,5.4,0.684,5.2,9.1,14.3,5.7,2.7,1.3,3.1,4.9,20.7,118.0,109,,thompam01,22.387,Forward,0.128,0.346,0.576,1.839,0.213,1.152,4.0,0.364
246,Haywood Highsmith,27,MIA,PF,66,26,1366,5.6,12.0,0.465,2.8,7.0,0.396,2.8,5.0,0.562,0.581,0.8,1.3,0.639,2.4,5.3,7.7,2.6,1.9,1.1,1.2,4.3,14.8,118.0,112,,highsha01,20.697,Forward,0.583,0.108,0.589,2.167,0.159,1.177,3.0,0.312
247,Dyson Daniels,20,NOP,PG,61,16,1358,5.0,11.2,0.447,1.5,4.9,0.311,3.5,6.4,0.551,0.514,1.2,1.9,0.642,2.2,6.3,8.5,5.9,3.1,0.9,2.1,3.6,12.8,113.0,110,,daniedy01,22.262,Guard,0.438,0.17,0.532,2.81,0.294,1.063,4.0,0.259
248,Andre Drummond,30,CHI,C,79,10,1351,9.9,17.7,0.556,0.0,0.1,0.0,9.9,17.6,0.56,0.556,4.8,8.0,0.592,9.8,16.3,26.1,1.4,2.7,1.8,3.0,5.2,24.5,119.0,107,,drumman01,17.101,Center,0.006,0.452,0.577,0.467,0.055,1.155,4.5,0.375
249,Marcus Sasser,23,DET,PG,71,11,1351,7.8,18.2,0.428,3.2,8.5,0.375,4.6,9.7,0.474,0.516,2.1,2.4,0.879,0.4,4.1,4.5,8.4,1.6,0.4,3.2,3.7,20.9,108.0,120,,sassema01,19.028,Guard,0.467,0.132,0.543,2.625,0.272,1.085,2.0,0.089
250,Kris Murray,23,POR,SF,62,29,1348,5.3,13.4,0.396,1.8,6.7,0.268,3.5,6.7,0.525,0.463,1.4,2.1,0.661,3.1,5.1,8.2,2.9,1.9,0.8,2.0,3.4,13.8,103.0,118,,murrakr01,21.742,Forward,0.5,0.157,0.482,1.45,0.151,0.963,2.7,0.378
251,Miles McBride,23,NYK,PG,68,14,1328,7.8,17.2,0.452,4.1,10.1,0.41,3.6,7.1,0.511,0.572,1.6,1.9,0.86,1.2,2.6,3.8,4.3,1.9,0.3,1.1,4.1,21.3,126.0,116,,mcbrimi01,19.529,Guard,0.587,0.11,0.59,3.909,0.183,1.181,2.1999999999999997,0.316
252,Jakob Poeltl,28,TOR,C,50,50,1319,9.1,13.8,0.656,0.0,0.0,,9.1,13.8,0.656,0.656,2.2,3.9,0.551,5.3,10.4,15.7,4.6,1.3,2.8,2.8,5.5,20.3,125.0,115,,poeltja01,26.38,Center,0.0,0.283,0.654,1.643,0.201,1.308,4.1,0.338
253,Joel Embiid,29,PHI,C,39,39,1309,16.9,32.0,0.529,2.0,5.2,0.388,14.9,26.8,0.556,0.561,15.0,17.0,0.883,3.6,12.6,16.2,8.2,1.7,2.5,5.6,4.2,50.9,124.0,109,AS,embiijo01,33.564,Center,0.162,0.531,0.645,1.464,0.154,1.289,4.2,0.222
254,Jeff Green,37,HOU,PF,78,6,1307,6.2,13.6,0.456,2.0,5.9,0.331,4.2,7.6,0.553,0.529,4.5,5.5,0.819,1.7,4.9,6.6,2.6,0.6,1.2,1.7,3.7,18.9,119.0,117,,greenje02,16.756,Forward,0.434,0.404,0.59,1.529,0.128,1.18,1.7999999999999998,0.258
255,Cameron Payne,29,2TM,PG,78,10,1304,7.7,17.9,0.432,3.9,9.9,0.39,3.9,8.0,0.486,0.541,2.2,2.5,0.866,0.8,3.6,4.4,7.6,1.6,0.4,2.5,4.7,21.5,116.0,118,,payneca01,16.718,Guard,0.553,0.14,0.566,3.04,0.261,1.132,2.0,0.182
256,Cameron Payne,29,MIL,PG,47,2,702,6.9,15.2,0.455,3.6,9.0,0.397,3.4,6.2,0.538,0.572,2.5,3.0,0.841,0.3,3.9,4.2,7.5,1.5,0.2,2.1,5.0,19.9,122.0,118,,payneca01,14.936,Guard,0.592,0.197,0.602,3.571,0.287,1.205,1.7,0.071
257,Cameron Payne,29,PHI,PG,31,8,602,8.7,21.2,0.413,4.3,11.1,0.382,4.5,10.1,0.447,0.514,1.7,1.9,0.913,1.3,3.2,4.5,7.8,1.6,0.7,2.9,4.3,23.5,111.0,117,,payneca01,19.419,Guard,0.524,0.09,0.533,2.69,0.238,1.066,2.3,0.289
258,Gary Harris,29,ORL,SG,54,27,1297,5.0,11.3,0.441,2.9,7.8,0.371,2.1,3.5,0.598,0.569,1.3,1.7,0.756,0.9,2.6,3.5,3.3,1.9,0.5,1.2,3.5,14.2,120.0,114,,harriga01,24.019,Guard,0.69,0.15,0.589,2.75,0.199,1.179,2.4,0.257
259,Dereck Lively II,19,DAL,C,55,42,1294,8.2,11.0,0.747,0.0,0.1,0.0,8.2,10.9,0.752,0.747,1.5,3.0,0.506,5.0,9.0,14.0,2.2,1.3,2.9,1.9,5.3,17.9,139.0,112,ROY-6,livelde01,23.527,Center,0.009,0.273,0.726,1.158,0.134,1.453,4.2,0.357
260,T.J. McConnell,31,IND,PG,71,4,1291,12.1,21.7,0.556,0.7,1.6,0.409,11.4,20.1,0.568,0.572,1.8,2.3,0.79,1.3,5.7,7.0,14.3,2.6,0.3,3.9,2.9,26.6,121.0,117,6MOY-7,mccontj01,18.183,Guard,0.074,0.106,0.586,3.667,0.35,1.171,2.9,0.186
261,Aaron Holiday,27,HOU,PG,78,1,1269,7.1,15.9,0.446,3.2,8.3,0.387,3.9,7.6,0.51,0.547,2.2,2.4,0.921,0.9,3.8,4.7,5.4,1.6,0.2,2.0,4.8,19.6,117.0,116,,holidaa01,16.269,Guard,0.522,0.151,0.578,2.7,0.222,1.156,1.8,0.191
262,Cedi Osman,28,SAS,SF,72,3,1269,6.9,14.4,0.479,3.2,8.3,0.389,3.7,6.1,0.601,0.591,1.3,1.9,0.673,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4.0,18.3,115.0,118,,osmande01,17.625,Forward,0.576,0.132,0.601,2.5,0.209,1.201,1.7000000000000002,0.134
263,Gradey Dick,20,TOR,SG,60,17,1268,7.2,16.9,0.425,3.4,9.2,0.365,3.8,7.8,0.495,0.524,1.7,1.9,0.863,1.0,4.0,5.0,2.6,1.3,0.1,1.9,3.3,19.4,105.0,122,,dickgr01,21.133,Guard,0.544,0.112,0.547,1.368,0.117,1.094,1.4000000000000001,0.2
264,Naji Marshall,26,NOP,SF,66,1,1257,6.6,14.3,0.463,2.3,5.9,0.387,4.4,8.5,0.516,0.542,2.7,3.4,0.791,2.1,7.3,9.4,5.0,1.9,0.5,2.5,3.5,18.2,115.0,113,,marshna01,19.045,Forward,0.413,0.238,0.576,2.0,0.215,1.152,2.4,0.223
265,Kris Dunn,29,UTA,PG,66,32,1249,5.7,12.1,0.47,1.6,4.3,0.369,4.1,7.8,0.525,0.535,0.8,1.2,0.688,1.9,5.4,7.3,9.8,2.6,1.1,3.1,5.2,13.8,116.0,118,,dunnkr01,18.924,Guard,0.355,0.099,0.546,3.161,0.384,1.093,3.7,0.26
266,Gordon Hayward,33,2TM,SF,51,28,1245,7.3,15.8,0.464,1.5,3.5,0.411,5.9,12.3,0.479,0.51,3.5,4.7,0.742,1.5,5.6,7.1,6.2,1.6,0.5,2.6,2.6,19.6,111.0,118,,haywago01,24.412,Forward,0.222,0.297,0.548,2.385,0.232,1.097,2.1,0.211
267,Gordon Hayward,33,CHO,SF,25,25,798,8.6,18.4,0.468,1.4,3.8,0.361,7.2,14.6,0.496,0.505,3.8,5.0,0.765,1.5,5.7,7.2,7.2,1.7,0.7,3.2,2.8,22.4,109.0,120,,haywago01,31.92,Forward,0.207,0.272,0.544,2.25,0.232,1.087,2.4,0.208
268,Gordon Hayward,33,OKC,SF,26,3,447,5.2,11.4,0.453,1.6,3.1,0.517,3.5,8.3,0.429,0.524,2.9,4.2,0.692,1.4,5.5,6.9,4.5,1.3,0.1,1.6,2.3,14.8,117.0,116,,haywago01,17.192,Forward,0.272,0.368,0.559,2.812,0.233,1.117,1.4000000000000001,0.203
269,GG Jackson II,19,MEM,PF,48,18,1233,9.6,22.3,0.428,4.0,11.3,0.357,5.5,11.0,0.502,0.519,4.6,6.1,0.752,2.1,5.7,7.8,2.3,1.1,1.0,2.6,2.5,27.7,107.0,117,,jacksgg01,25.688,Forward,0.507,0.274,0.554,0.885,0.077,1.109,2.1,0.269
270,Aaron Wiggins,25,OKC,SG,78,4,1228,8.3,14.8,0.562,2.4,4.9,0.492,5.9,9.8,0.598,0.645,2.2,2.8,0.789,2.3,4.9,7.3,3.4,2.2,0.7,2.2,3.6,21.2,125.0,113,,wiggiaa01,15.744,Guard,0.331,0.189,0.661,1.545,0.157,1.322,2.9000000000000004,0.319
271,Larry Nance Jr.,31,NOP,C,61,0,1216,5.6,9.7,0.573,1.1,2.6,0.415,4.5,7.1,0.631,0.629,1.9,2.5,0.77,3.8,8.6,12.4,4.6,2.5,0.8,2.0,4.0,14.1,131.0,111,,nancela02,19.934,Center,0.268,0.258,0.653,2.3,0.264,1.306,3.3,0.306
272,Duop Reath,27,POR,C,68,20,1214,9.4,20.3,0.461,3.6,10.0,0.359,5.8,10.3,0.559,0.549,2.8,3.8,0.742,3.8,6.4,10.2,2.7,1.3,1.5,2.1,6.5,25.1,116.0,117,,reathdu01,17.853,Center,0.493,0.187,0.571,1.286,0.101,1.142,2.8,0.373
273,Alec Burks,32,2TM,SG,66,1,1212,8.4,22.9,0.369,5.0,13.3,0.376,3.5,9.6,0.36,0.478,5.8,6.7,0.868,1.0,5.1,6.0,3.5,1.1,0.5,1.9,3.0,27.7,111.0,120,,burksal01,18.364,Guard,0.581,0.293,0.536,1.842,0.112,1.072,1.6,0.164
274,Alec Burks,32,DET,SG,43,0,901,8.5,21.7,0.394,5.3,13.2,0.401,3.3,8.5,0.384,0.516,6.5,7.2,0.903,0.9,5.0,5.9,3.6,1.1,0.6,1.7,3.4,28.8,118.0,121,,burksal01,20.953,Guard,0.608,0.332,0.579,2.118,0.119,1.158,1.7000000000000002,0.153
275,Alec Burks,32,NYK,SG,23,1,311,8.1,26.4,0.307,4.1,13.5,0.301,4.1,13.0,0.313,0.383,3.9,5.4,0.727,1.3,5.2,6.5,3.2,1.1,0.2,2.6,1.8,24.2,92.0,117,,burksal01,13.522,Guard,0.511,0.205,0.42,1.231,0.093,0.841,1.3,0.2
276,Kevon Looney,27,GSW,C,74,36,1195,5.6,9.4,0.597,0.0,0.0,0.0,5.6,9.4,0.599,0.597,2.3,3.4,0.675,5.8,11.2,17.0,5.4,1.1,1.2,2.0,6.3,13.5,134.0,113,,looneke01,16.149,Center,0.0,0.362,0.619,2.7,0.295,1.239,2.3,0.341
277,David Roddy,22,2TM,PF,65,13,1177,6.9,17.0,0.403,2.0,6.8,0.293,4.9,10.2,0.478,0.462,2.0,2.8,0.691,2.2,6.6,8.8,3.3,1.1,0.5,2.4,3.0,17.6,98.0,117,,roddyda01,18.108,Forward,0.4,0.165,0.483,1.375,0.138,0.965,1.6,0.25
278,David Roddy,22,MEM,PF,48,13,1114,6.8,16.9,0.402,2.1,6.8,0.301,4.7,10.1,0.47,0.462,2.0,2.9,0.687,2.2,6.5,8.8,3.3,1.1,0.5,2.4,3.0,17.7,98.0,117,,roddyda01,23.208,Forward,0.402,0.172,0.487,1.375,0.138,0.974,1.6,0.253
279,David Roddy,22,PHO,PF,17,0,63,7.8,17.8,0.435,0.8,6.2,0.125,7.0,11.6,0.6,0.457,0.8,0.8,1.0,1.6,7.0,8.5,3.1,1.6,0.0,2.3,3.1,17.1,95.0,116,,roddyda01,3.706,Forward,0.348,0.045,0.471,1.348,0.132,0.942,1.6,0.186
280,Vasilije Micić,30,2TM,PG,60,21,1176,6.6,15.4,0.43,1.8,6.4,0.279,4.8,9.0,0.537,0.488,2.5,3.1,0.813,0.6,3.1,3.7,10.9,1.3,0.3,4.1,2.8,17.6,105.0,121,,micicva01,19.6,Guard,0.416,0.201,0.525,2.659,0.343,1.05,1.6,0.162
281,Vasilije Micić,30,OKC,PG,30,0,361,4.9,12.1,0.407,1.5,6.0,0.244,3.5,6.1,0.565,0.467,1.9,2.5,0.737,0.1,3.1,3.2,10.1,1.2,0.4,3.9,2.9,13.2,102.0,117,,micicva01,12.033,Guard,0.496,0.207,0.5,2.59,0.371,1.0,1.6,0.031
282,Vasilije Micić,30,CHO,PG,30,21,815,7.4,16.9,0.437,1.9,6.6,0.294,5.4,10.3,0.529,0.495,2.8,3.4,0.839,0.8,3.1,3.9,11.3,1.3,0.2,4.2,2.8,19.6,107.0,123,,micicva01,27.167,Guard,0.391,0.201,0.533,2.69,0.333,1.065,1.5,0.205
283,Patrick Williams,22,CHI,PF,43,30,1174,6.8,15.2,0.443,2.5,6.3,0.399,4.2,9.0,0.474,0.525,2.2,2.8,0.788,2.0,5.1,7.0,2.8,1.7,1.4,2.4,3.7,18.2,107.0,117,,willipa01,27.302,Forward,0.414,0.184,0.554,1.167,0.129,1.108,3.0999999999999996,0.282
284,John Konchar,27,MEM,SF,55,23,1173,3.7,8.7,0.423,1.6,5.0,0.317,2.1,3.7,0.568,0.514,0.9,1.0,0.84,3.0,7.7,10.7,4.6,2.1,2.1,1.9,3.2,9.8,114.0,112,,konchjo01,21.327,Forward,0.575,0.115,0.536,2.421,0.294,1.072,4.2,0.28
285,Drew Eubanks,26,PHO,C,75,6,1169,6.3,10.6,0.601,0.1,0.1,1.0,6.2,10.4,0.596,0.607,3.0,3.9,0.774,4.3,9.1,13.4,2.6,1.1,2.5,2.5,4.8,15.8,123.0,113,,eubandr01,15.587,Center,0.009,0.368,0.641,1.04,0.149,1.283,3.6,0.321
286,Joe Ingles,36,ORL,SF,68,0,1169,4.2,9.6,0.436,3.0,6.8,0.435,1.2,2.8,0.439,0.59,1.2,1.4,0.824,0.8,5.3,6.0,8.6,1.8,0.2,2.8,3.7,12.5,119.0,113,,inglejo01,17.191,Forward,0.708,0.146,0.612,3.071,0.398,1.224,2.0,0.131
287,Anthony Black,20,ORL,PG,69,33,1164,4.9,10.5,0.466,1.6,4.0,0.394,3.3,6.5,0.51,0.54,2.1,3.4,0.613,1.4,4.5,5.9,3.9,1.5,0.9,2.4,4.7,13.4,108.0,113,,blackan01,16.87,Guard,0.381,0.324,0.559,1.625,0.213,1.117,2.4,0.237
288,Jordan Hawkins,21,NOP,SG,67,10,1160,7.4,19.3,0.382,4.6,12.6,0.366,2.7,6.7,0.411,0.501,2.8,3.4,0.838,1.2,5.0,6.3,3.0,0.8,0.3,1.7,3.0,22.1,109.0,117,,hawkijo01,17.313,Guard,0.653,0.176,0.531,1.765,0.118,1.063,1.1,0.194
289,Trey Lyles,28,SAC,PF,58,0,1158,6.0,13.5,0.445,3.5,9.2,0.384,2.5,4.3,0.578,0.576,2.1,2.9,0.7,2.6,8.2,10.8,3.0,0.7,0.8,1.6,3.6,17.6,120.0,116,,lylestr01,19.966,Forward,0.681,0.215,0.596,1.875,0.155,1.191,1.5,0.241
290,Moses Moody,21,GSW,SG,66,9,1156,8.1,17.6,0.462,3.0,8.4,0.36,5.1,9.2,0.555,0.548,3.1,3.9,0.785,2.7,5.5,8.2,2.4,1.8,1.0,1.8,3.8,22.3,117.0,115,,moodymo01,17.515,Guard,0.477,0.222,0.577,1.333,0.102,1.154,2.8,0.329
291,Jae Crowder,33,MIL,PF,50,25,1156,4.7,11.2,0.422,2.4,6.9,0.349,2.3,4.3,0.538,0.53,1.1,1.5,0.722,1.3,5.4,6.7,2.7,1.6,0.4,1.0,3.1,13.0,114.0,117,,crowdja01,23.12,Forward,0.616,0.134,0.548,2.7,0.174,1.096,2.0,0.194
292,Trayce Jackson-Davis,23,GSW,PF,68,16,1130,10.0,14.2,0.702,0.0,0.0,0.0,10.0,14.2,0.704,0.702,3.2,5.7,0.561,5.8,8.8,14.6,3.5,1.2,3.3,2.1,4.6,23.1,136.0,112,,jackstr02,16.618,Forward,0.0,0.401,0.691,1.667,0.157,1.383,4.5,0.397
293,Malcolm Brogdon,31,POR,PG,39,25,1121,9.6,21.8,0.44,3.6,8.8,0.412,6.0,13.1,0.458,0.522,4.2,5.1,0.819,1.2,5.3,6.5,9.4,1.2,0.4,2.6,2.6,27.0,120.0,120,,brogdma01,28.744,Guard,0.404,0.234,0.561,3.615,0.261,1.123,1.6,0.185
294,Dean Wade,27,CLE,PF,54,32,1108,4.3,10.3,0.414,3.5,9.0,0.391,0.8,1.3,0.567,0.584,0.9,1.2,0.769,1.6,8.1,9.7,1.9,1.8,1.1,0.9,4.1,13.0,121.0,111,,wadede01,20.519,Forward,0.874,0.117,0.6,2.111,0.139,1.201,2.9000000000000004,0.165
295,Josh Richardson,30,MIA,SG,43,6,1103,7.0,15.7,0.444,3.0,8.6,0.347,4.0,7.1,0.561,0.539,2.3,2.4,0.944,0.8,4.7,5.5,4.7,1.1,0.6,1.6,3.4,19.2,115.0,115,,richajo01,25.651,Guard,0.548,0.153,0.573,2.938,0.204,1.146,1.7000000000000002,0.145
296,Davion Mitchell,25,SAC,PG,72,4,1101,6.4,14.2,0.452,2.5,7.0,0.361,3.9,7.3,0.539,0.54,1.3,1.9,0.714,0.8,3.4,4.2,5.9,0.7,0.1,1.9,3.7,16.7,114.0,120,,mitchda01,15.292,Guard,0.493,0.134,0.555,3.105,0.258,1.111,0.7999999999999999,0.19
297,Dario Šarić,29,GSW,C,64,9,1098,8.0,17.1,0.466,3.3,8.7,0.376,4.7,8.4,0.56,0.562,3.5,4.1,0.849,3.2,9.3,12.5,6.3,1.4,0.4,3.4,4.9,22.7,119.0,115,,saricda01,17.156,Center,0.509,0.24,0.6,1.853,0.22,1.201,1.7999999999999998,0.256
298,James Wiseman,22,DET,C,63,6,1091,8.2,13.4,0.613,0.0,0.1,0.0,8.2,13.4,0.617,0.613,3.2,4.5,0.706,4.9,10.0,14.8,2.4,0.5,1.7,2.9,6.2,19.7,119.0,118,,wisemja01,17.317,Center,0.007,0.336,0.64,0.828,0.116,1.281,2.2,0.329
299,Dante Exum,28,DAL,PG,55,17,1088,7.1,13.3,0.533,2.3,4.8,0.491,4.8,8.6,0.557,0.621,2.3,3.0,0.779,1.1,5.5,6.6,6.9,1.0,0.2,2.2,3.7,18.9,128.0,118,,exumda01,19.782,Guard,0.361,0.226,0.646,3.136,0.291,1.293,1.2,0.167
300,Sam Merrill,27,CLE,SG,61,1,1069,7.3,18.2,0.402,6.6,16.4,0.404,0.7,1.8,0.385,0.584,1.2,1.3,0.929,1.0,4.5,5.5,5.0,0.9,0.2,0.9,3.3,22.4,125.0,117,,merrisa01,17.525,Guard,0.901,0.071,0.597,5.556,0.203,1.193,1.1,0.182
301,Dennis Smith Jr.,26,BRK,PG,56,2,1059,6.9,15.8,0.435,1.5,5.1,0.294,5.4,10.7,0.502,0.482,2.0,2.7,0.741,2.3,5.3,7.7,9.5,3.2,0.6,3.2,5.7,17.3,110.0,114,,smithde03,18.911,Guard,0.323,0.171,0.509,2.969,0.32,1.018,3.8000000000000003,0.303
302,Shaedon Sharpe,20,POR,SG,32,25,1059,8.2,20.2,0.406,2.8,8.4,0.333,5.4,11.8,0.457,0.475,4.6,5.5,0.824,2.0,5.5,7.5,4.4,1.3,0.6,3.4,4.1,23.8,105.0,119,,sharpsh01,33.094,Guard,0.416,0.272,0.526,1.294,0.145,1.052,1.9,0.267
303,Jordan Goodwin,25,2TM,PG,57,12,1055,6.5,17.7,0.369,1.9,6.5,0.298,4.6,11.2,0.411,0.424,2.0,2.7,0.746,4.1,7.6,11.7,7.2,2.2,0.8,2.6,3.5,17.0,105.0,113,,goodwjo01,18.509,Guard,0.367,0.153,0.45,2.769,0.251,0.9,3.0,0.35
304,Jordan Goodwin,25,PHO,PG,40,0,558,6.6,16.9,0.389,2.0,7.0,0.288,4.6,9.9,0.46,0.448,2.2,2.5,0.862,3.5,6.7,10.2,6.8,2.0,0.8,2.5,3.8,17.3,109.0,114,,goodwjo01,13.95,Guard,0.414,0.148,0.481,2.72,0.249,0.961,2.8,0.343
305,Jordan Goodwin,25,MEM,PG,17,12,497,6.5,18.6,0.349,1.9,6.0,0.311,4.6,12.6,0.367,0.399,1.9,3.0,0.633,4.7,8.7,13.4,7.6,2.5,0.9,2.7,3.2,16.7,100.0,112,,goodwjo01,29.235,Guard,0.323,0.161,0.419,2.815,0.251,0.838,3.4,0.351
306,Marvin Bagley III,24,2TM,C,50,25,1053,10.8,18.4,0.586,0.4,1.0,0.391,10.3,17.3,0.597,0.597,4.3,5.7,0.762,5.8,8.2,14.0,2.5,0.9,1.5,2.7,3.6,26.2,122.0,119,,baglema01,21.06,Center,0.054,0.31,0.627,0.926,0.096,1.253,2.4,0.414
307,Marvin Bagley III,24,DET,C,26,10,478,10.8,18.2,0.591,0.1,0.6,0.167,10.7,17.6,0.606,0.594,5.0,6.1,0.82,4.6,7.2,11.9,2.7,0.5,1.4,2.9,4.0,26.7,122.0,120,,baglema01,18.385,Center,0.033,0.335,0.639,0.931,0.102,1.278,1.9,0.39
308,Marvin Bagley III,24,WAS,C,24,15,575,10.7,18.5,0.581,0.7,1.4,0.471,10.1,17.1,0.59,0.599,3.7,5.3,0.708,6.8,8.9,15.8,2.3,1.2,1.5,2.4,3.3,25.9,123.0,118,,baglema01,23.958,Center,0.076,0.286,0.622,0.958,0.09,1.243,2.7,0.433
309,Torrey Craig,33,CHI,SF,53,14,1049,5.1,11.9,0.43,2.9,7.3,0.392,2.3,4.7,0.49,0.55,1.3,1.7,0.75,3.3,7.0,10.3,2.8,1.4,1.0,1.5,5.2,14.4,119.0,117,,craigto01,19.792,Forward,0.613,0.143,0.569,1.867,0.165,1.139,2.4,0.32
310,Jalen Smith,23,IND,C,61,14,1047,10.5,17.8,0.592,2.7,6.5,0.424,7.8,11.3,0.689,0.67,3.2,4.7,0.692,5.0,10.1,15.2,2.8,0.8,1.7,2.0,5.6,27.1,133.0,117,,smithja04,17.164,Center,0.365,0.264,0.682,1.4,0.114,1.364,2.5,0.331
311,Dalano Banton,24,2TM,PG,54,9,1047,9.5,23.6,0.404,2.8,9.4,0.296,6.7,14.2,0.475,0.463,4.4,5.7,0.783,1.9,6.5,8.4,6.0,1.6,0.9,3.6,3.0,26.3,103.0,117,,bantoda01,19.389,Guard,0.398,0.242,0.504,1.667,0.168,1.007,2.5,0.226
312,Dalano Banton,24,BOS,PG,24,1,171,5.5,14.7,0.373,0.6,4.6,0.125,4.9,10.1,0.486,0.392,4.6,5.8,0.8,3.5,6.6,10.1,5.5,1.4,0.9,2.9,5.8,16.2,106.0,113,,bantoda01,7.125,Guard,0.313,0.395,0.47,1.897,0.214,0.939,2.3,0.347
313,Dalano Banton,24,POR,PG,30,8,876,10.3,25.3,0.408,3.2,10.3,0.311,7.1,15.0,0.474,0.471,4.4,5.6,0.78,1.6,6.4,8.1,6.1,1.6,1.0,3.8,2.5,28.2,103.0,117,,bantoda01,29.2,Guard,0.407,0.221,0.508,1.605,0.162,1.016,2.6,0.2
314,Ziaire Williams,22,MEM,SF,51,15,1038,7.1,17.8,0.397,2.7,8.9,0.307,4.3,8.9,0.487,0.474,2.9,3.5,0.827,1.6,6.8,8.5,3.5,1.7,0.4,3.1,4.0,19.8,98.0,115,,willizi02,20.353,Forward,0.5,0.197,0.512,1.129,0.135,1.024,2.1,0.19
315,Jae'Sean Tate,28,HOU,SF,65,9,1031,5.1,10.8,0.472,1.1,3.6,0.299,4.0,7.2,0.559,0.522,1.2,1.8,0.667,2.9,6.4,9.3,3.0,2.0,0.7,1.7,6.4,12.5,112.0,113,,tateja01,15.862,Forward,0.333,0.167,0.539,1.765,0.184,1.078,2.7,0.312
316,Kenrich Williams,29,OKC,PF,69,1,1029,6.1,13.1,0.468,2.6,6.6,0.397,3.5,6.5,0.54,0.568,0.3,0.7,0.5,2.9,6.9,9.8,4.3,1.8,0.4,1.5,4.7,15.2,120.0,113,,willike04,14.913,Forward,0.504,0.053,0.567,2.867,0.224,1.134,2.2,0.296
317,Jose Alvarado,25,NOP,PG,56,0,1028,6.8,16.5,0.412,3.7,9.9,0.377,3.1,6.6,0.464,0.525,1.7,2.5,0.673,1.2,4.9,6.1,5.6,2.8,0.7,1.9,4.2,18.9,112.0,112,6MOY-6,alvarjo01,18.357,Guard,0.6,0.152,0.537,2.947,0.223,1.074,3.5,0.197
318,Quentin Grimes,23,2TM,SG,51,18,1025,6.0,16.0,0.372,4.0,11.7,0.338,2.0,4.3,0.466,0.495,1.7,2.2,0.756,0.7,4.2,4.9,3.2,1.7,0.3,1.4,3.7,17.6,109.0,116,,grimequ01,20.098,Guard,0.731,0.138,0.519,2.286,0.148,1.037,2.0,0.143
319,Quentin Grimes,23,NYK,SG,45,18,910,6.3,15.8,0.395,4.3,11.7,0.363,2.0,4.1,0.486,0.53,1.3,1.9,0.706,0.8,4.1,4.9,2.9,1.7,0.2,1.2,3.7,18.1,115.0,116,,grimequ01,20.222,Guard,0.741,0.12,0.544,2.417,0.14,1.088,1.9,0.163
320,Quentin Grimes,23,DET,SG,6,0,115,3.8,17.6,0.214,1.7,11.7,0.143,2.1,5.9,0.357,0.262,4.2,4.6,0.909,0.4,4.6,5.0,5.9,2.1,1.7,2.9,3.8,13.4,78.0,117,,grimequ01,19.167,Guard,0.665,0.261,0.341,2.034,0.208,0.683,3.8,0.08
321,De'Anthony Melton,25,PHI,SG,38,33,1023,6.7,17.3,0.386,3.7,10.3,0.36,3.0,7.0,0.425,0.493,3.2,3.8,0.835,1.3,5.4,6.8,5.5,2.9,0.8,1.9,4.0,20.3,113.0,113,,meltode01,26.921,Guard,0.595,0.22,0.535,2.895,0.209,1.07,3.7,0.194
322,Daniel Theis,31,2TM,C,60,3,1015,7.6,14.2,0.532,1.3,3.5,0.366,6.3,10.8,0.586,0.577,1.8,2.4,0.76,4.1,7.7,11.9,3.0,1.0,2.5,2.0,6.2,18.3,121.0,114,,theisda01,16.917,Center,0.246,0.169,0.6,1.5,0.148,1.2,3.5,0.347
323,Daniel Theis,31,IND,C,1,0,8,5.9,23.6,0.25,0.0,5.9,0.0,5.9,17.7,0.333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.8,55.0,126,,theisda01,8.0,Center,0.25,0.0,0.25,0.0,0.0,0.5,0.0,
324,Daniel Theis,31,LAC,C,59,3,1007,7.6,14.2,0.536,1.3,3.4,0.371,6.3,10.7,0.589,0.581,1.9,2.5,0.76,4.2,7.8,12.0,3.0,1.0,2.5,2.1,6.2,18.3,122.0,114,,theisda01,17.068,Center,0.239,0.176,0.598,1.429,0.147,1.196,3.5,0.35
