Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,MPG,Primary_Position,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate
82,Giannis Antetokounmpo,30,MIL,PF,43,43,1474,17.6,28.8,0.61,0.2,1.1,0.176,17.4,27.7,0.628,0.614,8.6,14.9,0.577,3.1,13.6,16.8,8.1,1.0,1.8,4.9,3.6,43.9,118.0,109,,antetgi01,34.279,Forward,0.038,0.517,0.621,1.653,0.168,1.242,2.8,0.186
83,Tim Hardaway Jr.,32,DET,SG,52,52,1471,5.8,14.4,0.406,3.6,9.7,0.374,2.2,4.7,0.472,0.532,2.6,3.2,0.825,0.3,3.6,3.9,2.8,0.8,0.1,1.2,2.2,17.9,116.0,118,,hardati02,28.288,Guard,0.674,0.222,0.566,2.333,0.141,1.132,0.9,0.077
84,Anthony Davis,31,2TM,PF,43,43,1471,13.6,25.8,0.528,1.0,3.2,0.313,12.6,22.6,0.559,0.548,8.6,10.9,0.786,4.1,13.0,17.1,4.9,1.8,3.1,3.1,2.7,36.8,121.0,107,,davisan02,34.209,Forward,0.124,0.422,0.601,1.581,0.127,1.203,4.9,0.24
85,Anthony Davis,31,LAL,C,42,42,1440,13.6,25.8,0.528,1.0,3.2,0.298,12.7,22.6,0.56,0.546,8.6,10.9,0.788,4.0,12.9,17.0,4.8,1.8,3.1,3.2,2.8,36.8,120.0,107,,davisan02,34.286,Center,0.124,0.422,0.601,1.5,0.124,1.203,4.9,0.237
86,Anthony Davis,31,DAL,PF,1,1,31,15.6,28.2,0.556,3.1,3.1,1.0,12.5,25.0,0.5,0.611,6.3,9.4,0.667,6.3,18.8,25.0,11.0,0.0,4.7,1.6,0.0,40.7,140.0,106,,davisan02,31.0,Forward,0.11,0.333,0.629,6.875,0.245,1.259,4.7,0.251
87,Dennis Schröder,31,3TM,PG,51,41,1467,8.4,20.3,0.412,3.3,9.3,0.359,5.0,11.0,0.456,0.493,3.6,4.2,0.849,0.5,3.9,4.3,9.1,1.7,0.2,3.8,4.3,23.6,108.0,116,,schrode01,28.765,Guard,0.458,0.207,0.533,2.395,0.26,1.066,1.9,0.114
88,Dennis Schröder,31,BRK,PG,23,23,772,9.5,21.0,0.452,3.8,9.7,0.387,5.8,11.3,0.509,0.542,4.7,5.2,0.889,0.3,4.1,4.4,9.8,1.7,0.3,3.8,3.6,27.5,116.0,117,,schrode01,33.565,Guard,0.462,0.248,0.59,2.579,0.266,1.181,2.0,0.068
89,Dennis Schröder,31,GSW,SG,24,18,628,7.2,19.4,0.375,2.9,8.9,0.322,4.4,10.5,0.419,0.448,2.2,3.0,0.744,0.8,3.5,4.3,8.1,1.9,0.2,3.7,5.2,19.6,98.0,115,,schrode01,26.167,Guard,0.459,0.155,0.473,2.189,0.249,0.946,2.1,0.186
90,Dennis Schröder,31,DET,PG,4,0,67,5.8,20.9,0.276,2.9,7.9,0.364,2.9,13.0,0.222,0.345,4.3,4.3,1.0,0.0,3.6,3.6,10.1,0.7,0.0,3.6,3.6,18.8,95.0,118,,schrode01,16.75,Guard,0.378,0.206,0.412,2.806,0.277,0.825,0.7,0.0
91,Shaedon Sharpe,21,POR,SG,49,31,1460,10.4,23.3,0.446,3.2,10.1,0.318,7.2,13.2,0.543,0.514,3.9,4.9,0.801,1.2,4.9,6.1,4.1,1.3,0.4,3.0,2.8,27.8,108.0,118,,sharpsh01,29.796,Guard,0.433,0.21,0.546,1.367,0.126,1.092,1.7000000000000002,0.197
92,Gradey Dick,21,TOR,SG,49,49,1450,8.3,20.2,0.412,3.5,10.0,0.346,4.8,10.1,0.479,0.498,4.3,4.9,0.878,1.4,4.3,5.7,3.0,1.5,0.3,2.6,3.7,24.4,107.0,119,,dickgr01,29.592,Guard,0.495,0.243,0.546,1.154,0.107,1.091,1.8,0.246
93,Keyonte George,21,UTA,PG,46,32,1450,8.4,20.8,0.404,4.0,11.6,0.348,4.3,9.1,0.474,0.501,5.0,6.3,0.794,0.6,5.1,5.7,9.1,1.1,0.3,4.3,2.8,25.8,110.0,122,,georgke01,31.522,Guard,0.558,0.303,0.547,2.116,0.246,1.095,1.4000000000000001,0.105
94,Myles Turner,28,IND,C,47,47,1440,8.5,17.9,0.471,3.2,8.2,0.396,5.2,9.8,0.534,0.561,3.6,4.8,0.755,2.0,8.4,10.4,2.4,1.3,3.0,3.0,4.4,23.7,109.0,113,,turnemy01,30.638,Center,0.458,0.268,0.592,0.8,0.094,1.184,4.3,0.192
95,Jaylen Wells,21,MEM,SG,56,51,1438,7.1,15.9,0.447,3.2,8.8,0.369,3.9,7.1,0.543,0.548,2.7,3.2,0.84,2.0,3.8,5.7,2.9,1.1,0.2,1.6,3.3,20.2,120.0,116,,wellsja01,25.679,Guard,0.553,0.201,0.584,1.812,0.133,1.167,1.3,0.345
96,P.J. Washington,26,DAL,PF,44,43,1436,7.7,17.5,0.438,2.4,6.4,0.378,5.3,11.1,0.473,0.507,3.7,5.0,0.75,2.4,9.8,12.2,3.4,1.8,1.6,2.7,3.6,21.5,109.0,111,,washipj01,32.636,Forward,0.366,0.286,0.546,1.259,0.132,1.091,3.4000000000000004,0.197
97,Yves Missi,20,NOP,C,53,47,1432,6.1,11.3,0.539,0.0,0.0,0.0,6.1,11.3,0.54,0.539,2.9,4.5,0.649,6.2,8.2,14.4,2.4,0.9,2.7,2.2,3.9,15.1,119.0,118,,missiyv01,27.019,Center,0.0,0.398,0.569,1.091,0.134,1.137,3.6,0.431
98,RJ Barrett,24,TOR,SF,43,43,1431,12.0,25.2,0.477,2.7,7.6,0.358,9.3,17.5,0.529,0.532,5.1,7.8,0.649,1.4,8.0,9.4,8.1,1.3,0.4,4.3,3.7,31.8,108.0,117,,barrerj01,33.279,Forward,0.302,0.31,0.555,1.884,0.197,1.111,1.7000000000000002,0.149
99,Josh Green,24,CHO,SG,50,49,1428,4.8,10.8,0.439,2.5,6.2,0.403,2.2,4.6,0.489,0.556,1.2,1.8,0.706,1.6,3.2,4.8,2.5,1.9,0.4,1.7,4.5,13.3,112.0,117,,greenjo02,28.56,Guard,0.574,0.167,0.574,1.471,0.158,1.147,2.3,0.333
100,Trey Murphy III,24,NOP,SF,40,38,1426,10.1,22.0,0.461,4.3,11.4,0.379,5.8,10.5,0.55,0.559,5.7,6.4,0.889,1.2,5.9,7.0,5.0,1.6,0.9,2.4,3.0,30.3,121.0,121,,murphtr02,35.65,Forward,0.518,0.291,0.61,2.083,0.155,1.221,2.5,0.169
101,Nickeil Alexander-Walker,26,MIN,SG,57,9,1413,6.4,14.5,0.442,3.5,8.8,0.399,2.9,5.6,0.509,0.564,1.5,2.0,0.754,1.2,5.0,6.2,5.0,1.1,0.6,2.5,3.5,17.8,113.0,114,,alexani01,24.789,Guard,0.607,0.138,0.579,2.0,0.219,1.157,1.7000000000000002,0.194
102,Taurean Prince,30,MIL,SF,54,47,1412,5.3,11.4,0.46,3.5,7.5,0.466,1.8,4.0,0.448,0.612,0.9,1.0,0.833,1.0,6.0,7.0,3.7,1.5,0.2,1.9,3.8,14.8,116.0,115,,princta02,26.148,Forward,0.658,0.088,0.625,1.947,0.212,1.25,1.7,0.143
103,Guerschon Yabusele,29,PHI,C,53,27,1404,7.5,14.6,0.511,2.8,7.1,0.398,4.6,7.5,0.618,0.608,2.5,3.4,0.747,3.6,7.0,10.6,3.6,1.6,0.8,2.4,4.6,20.3,122.0,117,,yabusgu01,26.491,Center,0.486,0.233,0.631,1.5,0.163,1.261,2.4000000000000004,0.34
104,CJ McCollum,33,NOP,PG,42,42,1403,12.1,26.7,0.454,4.5,12.0,0.379,7.6,14.7,0.514,0.539,3.6,5.0,0.717,1.0,4.5,5.5,5.4,1.1,0.8,2.6,3.4,32.3,112.0,123,,mccolcj01,33.405,Guard,0.449,0.187,0.559,2.077,0.146,1.118,1.9000000000000001,0.182
105,Andrew Wiggins,29,2TM,SF,46,46,1403,9.6,21.8,0.439,3.4,9.2,0.371,6.2,12.6,0.489,0.517,5.2,6.7,0.778,2.5,4.9,7.4,3.8,1.5,1.2,2.1,2.6,27.8,115.0,114,,wiggian01,30.5,Forward,0.422,0.307,0.562,1.81,0.124,1.123,2.7,0.338
106,Andrew Wiggins,29,GSW,SF,43,43,1296,9.8,22.0,0.444,3.5,9.3,0.379,6.2,12.7,0.491,0.524,5.2,6.7,0.777,2.5,4.9,7.4,3.8,1.5,1.2,2.1,2.6,28.2,116.0,114,,wiggian01,30.14,Forward,0.423,0.305,0.565,1.81,0.123,1.13,2.7,0.338
107,Andrew Wiggins,29,MIA,SF,3,3,107,7.4,20.0,0.372,2.3,8.8,0.263,5.1,11.2,0.458,0.43,5.6,7.0,0.8,2.8,5.1,7.9,4.2,1.9,0.9,2.8,2.8,22.8,103.0,114,,wiggian01,35.667,Forward,0.44,0.35,0.494,1.5,0.14,0.988,2.8,0.354
108,Max Christie,21,2TM,SG,53,27,1393,5.9,12.9,0.46,2.7,7.0,0.387,3.2,5.9,0.548,0.565,3.3,3.9,0.848,1.1,4.5,5.5,3.1,1.5,0.9,1.9,3.0,17.9,118.0,116,,chrisma02,26.283,Guard,0.543,0.302,0.612,1.632,0.158,1.225,2.4,0.196
109,Max Christie,21,LAL,SG,46,25,1154,5.4,12.2,0.444,2.5,6.9,0.368,2.9,5.3,0.544,0.549,3.1,3.7,0.851,1.1,4.2,5.2,2.8,1.5,0.9,1.7,3.1,16.6,116.0,116,,chrisma02,25.087,Guard,0.566,0.303,0.6,1.647,0.153,1.2,2.4,0.208
110,Max Christie,21,DAL,SG,7,2,239,8.3,16.0,0.519,3.5,7.3,0.472,4.9,8.7,0.558,0.627,4.3,5.1,0.84,1.2,5.9,7.1,4.7,1.6,0.8,2.8,2.4,24.4,125.0,115,,chrisma02,34.143,Guard,0.456,0.319,0.669,1.679,0.183,1.337,2.4000000000000004,0.169
111,Spencer Dinwiddie,31,DAL,PG,55,19,1390,6.3,15.3,0.413,2.6,7.7,0.341,3.7,7.6,0.486,0.499,4.5,5.4,0.838,0.4,4.2,4.6,7.2,1.6,0.4,2.3,2.9,19.8,118.0,117,,dinwisp01,25.273,Guard,0.503,0.353,0.56,3.13,0.265,1.12,2.0,0.087
112,Jakob Poeltl,29,TOR,C,45,44,1389,9.8,16.0,0.61,0.0,0.1,0.0,9.8,15.9,0.613,0.61,2.7,4.1,0.658,5.4,10.4,15.8,4.5,1.8,2.0,3.0,5.2,22.2,121.0,112,,poeltja01,30.867,Center,0.006,0.256,0.623,1.5,0.178,1.247,3.8,0.342
113,Jerami Grant,30,POR,PF,43,43,1389,6.9,18.3,0.375,3.4,9.2,0.366,3.5,9.1,0.383,0.467,4.4,5.2,0.845,0.9,4.2,5.1,3.4,1.3,1.5,2.1,3.6,21.5,108.0,118,,grantje01,32.302,Forward,0.503,0.284,0.522,1.619,0.13,1.044,2.8,0.176
114,Ochai Agbaji,24,TOR,SG,50,37,1382,7.2,14.2,0.506,2.6,6.8,0.389,4.6,7.4,0.613,0.599,1.0,1.5,0.667,1.5,5.0,6.5,2.8,1.5,1.0,1.4,3.3,18.0,119.0,118,,agbajoc01,27.64,Guard,0.479,0.106,0.606,2.0,0.147,1.211,2.5,0.231
115,Desmond Bane,26,MEM,SG,45,44,1380,10.3,20.8,0.495,3.4,8.6,0.395,6.9,12.2,0.566,0.577,3.4,3.9,0.856,1.3,7.4,8.8,8.0,1.8,0.6,3.9,3.7,27.4,119.0,111,,banede01,30.667,Guard,0.413,0.188,0.608,2.051,0.232,1.217,2.4,0.149
116,Lauri Markkanen,27,UTA,PF,43,43,1379,9.6,22.6,0.425,4.4,12.7,0.347,5.2,9.9,0.527,0.523,5.5,6.3,0.872,2.5,6.8,9.3,2.4,1.2,0.6,2.1,2.7,29.1,118.0,121,,markkla01,32.07,Forward,0.562,0.279,0.573,1.143,0.08,1.147,1.7999999999999998,0.269
117,Russell Westbrook,36,DEN,PG,50,27,1377,8.5,18.1,0.471,2.1,6.2,0.333,6.5,11.9,0.542,0.528,3.4,5.4,0.635,2.4,6.4,8.8,11.0,2.5,0.8,5.4,4.3,22.6,108.0,114,,westbru01,27.54,Guard,0.343,0.298,0.552,2.037,0.298,1.104,3.3,0.273
118,Amir Coffey,27,LAC,SG,53,12,1375,6.7,14.1,0.475,3.0,6.9,0.426,3.8,7.2,0.522,0.579,3.2,3.5,0.908,0.9,3.6,4.5,2.1,1.0,0.2,1.4,3.3,19.6,122.0,115,,coffeam01,25.943,Guard,0.489,0.248,0.627,1.5,0.11,1.253,1.2,0.2
119,Ayo Dosunmu,25,CHI,SG,45,26,1371,7.3,15.0,0.491,2.1,6.4,0.332,5.2,8.6,0.609,0.561,2.1,2.6,0.792,0.9,4.4,5.3,7.0,1.4,0.6,2.3,3.5,18.9,117.0,119,,dosunay01,30.467,Guard,0.427,0.173,0.585,3.043,0.275,1.171,2.0,0.17
120,Jalen Duren,21,DET,C,53,53,1364,8.6,12.4,0.695,0.0,0.0,,8.6,12.4,0.695,0.695,3.4,4.9,0.688,6.8,12.5,19.3,4.9,1.3,2.2,3.5,6.0,20.7,132.0,109,,durenja01,25.736,Center,0.0,0.395,0.711,1.4,0.213,1.422,3.5,0.352
121,Terry Rozier,30,MIA,PG,48,21,1356,7.9,19.4,0.408,2.8,9.2,0.308,5.1,10.3,0.496,0.48,2.8,3.3,0.856,1.4,5.8,7.2,5.0,1.0,0.5,2.4,2.4,21.5,104.0,116,,roziete01,28.25,Guard,0.474,0.17,0.516,2.083,0.177,1.031,1.5,0.194
122,Jrue Holiday,34,BOS,PG,45,45,1350,6.6,15.0,0.439,2.9,8.4,0.346,3.7,6.6,0.556,0.536,2.0,2.2,0.9,1.8,5.3,7.1,6.0,1.6,0.7,2.2,2.6,18.0,119.0,112,,holidjr01,30.0,Guard,0.56,0.147,0.564,2.727,0.248,1.127,2.3,0.254
123,Stephon Castle,20,SAS,PG,53,29,1342,8.8,20.9,0.418,2.1,7.2,0.284,6.7,13.7,0.489,0.467,4.9,6.7,0.731,1.6,4.0,5.7,6.6,1.8,0.5,3.7,3.3,24.5,103.0,118,,castlst01,25.321,Guard,0.344,0.321,0.514,1.784,0.193,1.027,2.3,0.286
124,Walker Kessler,23,UTA,C,44,44,1340,7.7,10.7,0.72,0.1,0.2,0.333,7.6,10.5,0.728,0.723,2.3,4.2,0.538,7.3,11.9,19.2,2.5,0.9,3.8,2.4,3.6,17.7,135.0,114,,kesslwa01,30.455,Center,0.019,0.393,0.705,1.042,0.143,1.411,4.7,0.38
125,Corey Kispert,25,WAS,SF,50,0,1336,7.7,16.8,0.459,3.6,9.8,0.368,4.1,7.0,0.586,0.566,1.9,2.2,0.871,1.2,4.2,5.4,2.9,0.9,0.4,1.9,2.9,21.0,113.0,123,,kispeco01,26.72,Forward,0.583,0.131,0.591,1.526,0.129,1.182,1.3,0.222
126,Klay Thompson,34,DAL,SF,49,49,1335,8.9,21.4,0.416,5.5,13.8,0.395,3.5,7.6,0.455,0.543,1.3,1.5,0.902,1.1,5.1,6.2,3.6,1.4,0.8,2.4,2.3,24.6,109.0,116,,thompkl01,27.245,Forward,0.645,0.07,0.558,1.5,0.128,1.115,2.2,0.177
127,Tristan Da Silva,23,ORL,SF,54,35,1329,6.2,14.5,0.425,2.4,7.3,0.335,3.7,7.3,0.515,0.509,1.7,2.0,0.852,2.4,5.2,7.6,3.4,1.0,0.5,1.8,2.8,16.5,111.0,113,,dasiltr01,24.611,Forward,0.503,0.138,0.536,1.889,0.165,1.073,1.5,0.316
128,Anthony Black,21,ORL,PG,54,9,1326,6.5,15.6,0.418,1.3,4.7,0.28,5.2,10.9,0.478,0.46,4.1,5.6,0.743,1.3,4.1,5.4,6.7,2.1,1.1,3.6,4.5,18.5,102.0,110,,blackan01,24.556,Guard,0.301,0.359,0.512,1.861,0.236,1.024,3.2,0.241
129,Derrick Jones Jr.,27,LAC,SF,53,48,1326,8.1,15.6,0.518,2.0,5.3,0.366,6.1,10.2,0.597,0.58,2.0,2.7,0.75,2.6,4.4,7.0,1.7,2.2,0.7,1.8,4.1,20.1,117.0,111,,jonesde02,25.019,Forward,0.34,0.173,0.599,0.944,0.084,1.197,2.9000000000000004,0.371
130,Buddy Hield,32,GSW,SG,56,22,1322,8.6,20.9,0.413,5.3,14.3,0.368,3.4,6.6,0.511,0.539,1.4,1.7,0.826,1.1,5.7,6.8,3.4,1.8,0.6,2.4,3.8,24.0,107.0,114,,hieldbu01,23.607,Guard,0.684,0.081,0.554,1.417,0.124,1.109,2.4,0.162
131,Julian Champagnie,23,SAS,SF,54,26,1313,6.7,16.1,0.419,4.3,11.8,0.363,2.5,4.3,0.573,0.551,1.9,2.1,0.895,1.5,6.2,7.7,2.4,1.6,0.9,1.9,2.8,19.6,110.0,116,,champju02,24.315,Forward,0.733,0.13,0.576,1.263,0.113,1.151,2.5,0.195
132,Nic Claxton,25,BRK,C,49,41,1313,8.3,15.3,0.545,0.0,0.5,0.071,8.3,14.8,0.562,0.546,2.3,4.4,0.522,4.1,10.0,14.1,3.8,1.8,2.8,2.4,3.8,19.0,112.0,110,,claxtni01,26.796,Center,0.033,0.288,0.551,1.583,0.162,1.102,4.6,0.291
133,Collin Sexton,26,UTA,SG,46,44,1313,11.0,23.0,0.478,3.2,7.8,0.412,7.8,15.2,0.511,0.547,5.9,6.6,0.894,1.8,3.1,4.9,7.0,1.1,0.1,4.3,3.8,31.1,117.0,124,,sextoco01,28.543,Guard,0.339,0.287,0.6,1.628,0.188,1.201,1.2000000000000002,0.367
134,Miles Bridges,26,CHO,PF,41,41,1312,11.2,25.9,0.433,3.4,10.6,0.319,7.8,15.3,0.512,0.499,5.1,5.8,0.872,1.7,10.2,11.8,5.7,1.3,1.0,3.0,2.4,30.9,111.0,113,,bridgmi02,32.0,Forward,0.409,0.224,0.543,1.9,0.153,1.086,2.3,0.143
135,Cameron Johnson,28,BRK,PF,41,41,1307,10.0,20.5,0.487,4.8,11.8,0.406,5.2,8.7,0.596,0.604,5.3,5.9,0.896,1.3,5.2,6.5,4.6,1.3,0.8,2.6,2.8,30.0,124.0,117,,johnsca02,31.878,Forward,0.576,0.288,0.649,1.769,0.152,1.299,2.1,0.2
136,Royce O'Neale,31,PHO,SF,50,17,1300,6.6,15.3,0.43,4.6,11.3,0.408,2.0,4.0,0.491,0.58,0.7,0.9,0.75,1.5,8.0,9.5,4.0,1.9,0.9,1.8,4.1,18.5,114.0,116,,onealro01,26.0,Forward,0.739,0.059,0.589,2.222,0.186,1.179,2.8,0.158
137,Scoot Henderson,20,POR,PG,49,9,1295,7.8,18.0,0.432,2.8,7.6,0.366,5.0,10.4,0.48,0.509,4.5,5.7,0.784,1.3,4.1,5.4,9.7,2.1,0.5,4.7,4.9,22.8,110.0,117,,hendesc01,26.429,Guard,0.422,0.317,0.556,2.064,0.278,1.112,2.6,0.241
138,Kyshawn George,21,WAS,SG,49,19,1290,4.9,13.7,0.357,2.9,9.2,0.31,2.0,4.4,0.455,0.461,1.8,2.3,0.762,1.4,5.9,7.3,4.0,1.6,1.1,2.3,5.4,14.4,99.0,120,,georgky01,26.327,Guard,0.672,0.168,0.489,1.739,0.19,0.979,2.7,0.192
139,Jalen Johnson,23,ATL,SF,36,36,1284,9.8,19.6,0.5,1.6,5.1,0.312,8.2,14.5,0.566,0.541,3.4,4.6,0.746,2.2,10.8,13.0,6.6,2.0,1.3,3.8,2.4,24.6,109.0,112,,johnsja05,35.667,Forward,0.26,0.235,0.569,1.737,0.206,1.138,3.3,0.169
140,Cason Wallace,21,OKC,SG,47,32,1281,5.3,12.0,0.447,1.8,5.2,0.338,3.6,6.7,0.531,0.52,0.5,0.7,0.778,2.0,4.1,6.1,4.3,3.1,1.0,1.3,3.9,13.0,116.0,106,,wallaca01,27.255,Guard,0.433,0.058,0.528,3.308,0.24,1.056,4.1,0.328
141,Julian Strawther,22,DEN,SG,57,4,1276,7.3,16.9,0.434,3.5,9.5,0.365,3.9,7.4,0.523,0.537,2.4,2.9,0.831,0.6,4.3,4.9,2.9,1.4,0.6,1.9,5.4,20.5,111.0,118,,strawju01,22.386,Guard,0.562,0.172,0.564,1.526,0.126,1.128,2.0,0.122
142,Quentin Grimes,24,2TM,SG,53,15,1272,7.8,16.8,0.465,3.6,9.1,0.389,4.2,7.7,0.555,0.571,2.8,3.7,0.763,1.5,6.8,8.3,4.7,1.5,0.5,2.7,3.4,22.0,116.0,116,,grimequ01,24.0,Guard,0.542,0.22,0.597,1.741,0.182,1.194,2.0,0.181
143,Quentin Grimes,24,DAL,SG,47,12,1070,7.7,16.5,0.463,3.6,9.1,0.398,4.0,7.4,0.543,0.573,2.8,3.7,0.765,1.4,6.8,8.1,4.6,1.5,0.5,2.8,3.5,21.8,115.0,116,,grimequ01,22.766,Guard,0.552,0.224,0.601,1.643,0.18,1.203,2.0,0.171
144,Quentin Grimes,24,PHI,SG,6,3,202,8.6,18.2,0.473,3.2,9.4,0.342,5.4,8.9,0.611,0.561,3.0,3.9,0.75,2.5,7.1,9.6,5.7,1.5,0.7,2.2,2.7,23.4,120.0,117,,grimequ01,33.667,Guard,0.516,0.214,0.587,2.591,0.205,1.175,2.2,0.26
145,Keon Johnson,22,BRK,SG,54,34,1268,7.8,20.9,0.375,3.0,10.6,0.287,4.8,10.3,0.466,0.448,2.6,3.3,0.783,1.6,6.0,7.6,4.1,2.0,0.8,2.6,5.3,21.3,97.0,114,,johnske07,23.481,Guard,0.507,0.158,0.476,1.577,0.141,0.953,2.8,0.211
146,Bradley Beal,31,PHO,SG,39,24,1268,10.1,20.4,0.498,3.0,7.6,0.398,7.1,12.7,0.558,0.573,3.3,4.1,0.819,1.1,4.3,5.4,5.3,1.7,0.9,3.1,4.0,26.6,113.0,119,,bealbr01,32.513,Guard,0.373,0.201,0.599,1.71,0.173,1.198,2.6,0.204
147,Franz Wagner,23,ORL,SF,38,38,1261,13.6,29.2,0.466,2.9,9.4,0.312,10.7,19.9,0.539,0.516,7.5,8.8,0.852,1.5,7.0,8.5,7.3,2.1,0.7,3.4,3.8,37.7,115.0,109,,wagnefr01,33.184,Forward,0.322,0.301,0.57,2.147,0.167,1.14,2.8,0.176
148,Gary Trent Jr.,26,MIL,SG,50,7,1256,6.9,16.0,0.433,4.3,10.4,0.417,2.6,5.6,0.462,0.569,1.5,1.8,0.848,0.4,4.1,4.6,2.3,1.9,0.1,1.2,3.5,19.6,113.0,115,,trentga02,25.12,Guard,0.65,0.112,0.584,1.917,0.113,1.167,2.0,0.089
149,Onyeka Okongwu,24,ATL,C,49,15,1255,8.7,15.3,0.571,0.8,2.9,0.266,8.0,12.4,0.644,0.597,3.7,5.1,0.732,5.1,9.4,14.5,3.9,1.5,1.6,1.9,4.4,22.0,129.0,113,,okongon01,25.612,Center,0.19,0.333,0.627,2.053,0.167,1.254,3.1,0.352
150,Duncan Robinson,30,MIA,SF,51,30,1230,7.8,18.6,0.423,5.1,13.4,0.378,2.8,5.2,0.539,0.559,1.5,1.6,0.9,0.5,4.2,4.8,5.4,1.1,0.2,2.3,4.1,22.2,111.0,117,,robindu01,24.118,Forward,0.72,0.086,0.575,2.348,0.2,1.15,1.3,0.106
151,Aaron Wiggins,26,OKC,SG,55,19,1212,9.3,18.8,0.497,3.4,8.8,0.383,6.0,10.0,0.598,0.587,1.8,2.1,0.865,2.3,5.7,8.1,3.6,1.7,0.6,1.9,2.9,23.9,121.0,108,,wiggiaa01,22.036,Guard,0.468,0.112,0.606,1.895,0.143,1.212,2.3,0.288
152,Keon Ellis,25,SAC,SG,54,11,1212,5.8,12.2,0.479,3.7,8.4,0.439,2.1,3.7,0.57,0.631,2.0,2.4,0.847,1.7,3.8,5.5,2.7,3.0,1.6,1.8,3.9,17.3,124.0,113,,elliske01,22.444,Guard,0.689,0.197,0.653,1.5,0.152,1.305,4.6,0.309
153,Davion Mitchell,26,2TM,PG,48,26,1209,4.9,11.0,0.44,1.9,5.3,0.364,2.9,5.7,0.51,0.527,1.1,1.6,0.683,0.7,3.0,3.7,8.6,1.4,0.4,3.3,5.0,12.8,106.0,120,,mitchda01,25.188,Guard,0.482,0.145,0.547,2.606,0.364,1.094,1.7999999999999998,0.189
154,Davion Mitchell,26,TOR,PG,44,22,1080,4.7,10.9,0.434,1.9,5.2,0.359,2.9,5.7,0.504,0.52,1.1,1.7,0.676,0.7,3.1,3.8,9.1,1.4,0.4,3.5,5.2,12.5,105.0,120,,mitchda01,24.545,Guard,0.477,0.156,0.537,2.6,0.375,1.073,1.7999999999999998,0.184
155,Davion Mitchell,26,MIA,PG,4,4,129,5.8,11.9,0.484,2.3,5.8,0.4,3.5,6.2,0.563,0.581,1.2,1.5,0.75,0.4,1.9,2.3,4.6,1.5,0.4,1.9,3.1,15.0,113.0,117,,mitchda01,32.25,Guard,0.487,0.126,0.597,2.421,0.241,1.194,1.9,0.174
156,Deandre Ayton,26,POR,C,40,40,1206,10.7,18.9,0.566,0.2,1.3,0.188,10.5,17.6,0.594,0.573,1.6,2.4,0.667,5.0,11.4,16.4,2.6,1.3,1.6,2.8,3.6,23.2,115.0,113,,aytonde01,30.15,Center,0.069,0.127,0.581,0.929,0.103,1.163,2.9000000000000004,0.305
157,Mike Conley,37,MIN,PG,48,42,1203,5.0,13.6,0.369,3.5,9.0,0.386,1.5,4.6,0.333,0.497,2.6,2.8,0.913,1.0,4.3,5.2,9.1,2.4,0.4,2.1,2.9,16.1,121.0,112,,conlemi01,25.062,Guard,0.662,0.206,0.543,4.333,0.35,1.085,2.8,0.189
158,Draymond Green,34,GSW,PF,42,40,1196,5.1,11.9,0.427,2.0,5.9,0.338,3.1,6.0,0.514,0.51,2.2,3.5,0.632,1.7,8.1,9.9,9.6,2.1,1.9,4.2,5.2,14.3,107.0,110,,greendr01,28.476,Forward,0.496,0.294,0.532,2.286,0.352,1.064,4.0,0.173
159,Paul George,34,PHI,PF,37,37,1194,9.1,21.2,0.429,3.6,10.0,0.357,5.5,11.2,0.494,0.514,3.0,3.7,0.82,0.9,7.2,8.1,6.6,2.7,0.7,3.8,3.8,24.9,105.0,114,,georgpa01,32.27,Forward,0.472,0.175,0.545,1.737,0.199,1.091,3.4000000000000004,0.111
160,Keldon Johnson,25,SAS,SF,51,0,1191,9.2,19.8,0.466,2.3,7.3,0.311,6.9,12.5,0.557,0.524,3.9,5.2,0.758,2.8,6.5,9.3,3.0,1.1,0.4,1.8,3.1,24.6,114.0,117,,johnske04,23.353,Forward,0.369,0.263,0.557,1.667,0.112,1.114,1.5,0.301
161,Santi Aldama,24,MEM,PF,48,11,1185,9.2,18.9,0.487,3.3,8.9,0.377,5.9,10.1,0.583,0.575,1.9,2.7,0.7,3.1,9.5,12.6,5.0,1.4,1.1,1.9,1.9,23.7,124.0,110,,aldamsa01,24.688,Forward,0.471,0.143,0.59,2.632,0.185,1.18,2.5,0.246
162,Devin Vassell,24,SAS,SG,39,28,1184,9.5,21.9,0.433,3.5,10.0,0.348,6.0,11.9,0.503,0.512,2.4,3.1,0.766,0.9,4.5,5.4,4.5,1.9,0.8,2.3,2.5,24.8,105.0,117,,vassede01,30.359,Guard,0.457,0.142,0.533,1.957,0.15,1.066,2.7,0.167
163,Patrick Williams,23,CHI,PF,45,35,1179,5.7,15.3,0.375,2.8,8.0,0.351,2.9,7.3,0.4,0.466,2.0,2.6,0.769,1.3,5.8,7.2,3.6,1.3,1.1,2.4,2.3,16.2,98.0,118,,willipa01,26.2,Forward,0.523,0.17,0.493,1.5,0.16,0.985,2.4000000000000004,0.183
